transcript_id,1BS,1DS,2BS,2DS,3BS,3DS
g34347.t1,0,0,0,0,0,0
g34348.t1,0,0,0,0,0,0
g34351.t1,0,1,0,0,0,0
g34352.t1,0,0,0,0,0,0
g34353.t1,0,0,0,0,0,0
g34376.t1,0,0,0,0,2,1
g34377.t1,0,0,0,0,0,0
g34410.t1,0,0,0,0,0,0
g34414.t1,0,0,0,0,0,0
g34415.t1,0,0,0,0,0,0
g34455.t1,0,0,0,0,0,0
g34458.t1,0,0,0,0,0,0
g34476.t1,0,0,0,0,0,0
g34477.t1,0,0,0,0,0,0
g34478.t1,0,0,0,0,0,0
g34483.t1,0,0,0,0,0,0
g34486.t1,0,0,0,0,0,0
g34490.t1,0,0,0,0,0,2
g34491.t1,0,0,0,0,0,0
g34493.t1,0,0,0,0,0,0
g34527.t1,0,3,0,0,0,0
g34528.t1,0,0,0,0,3,0
g34560.t1,0,0,0,0,0,0
g34564.t1,0,14,4,11,0,4
g34615.t1,0,0,7,8,0,11
g34646.t1,0,0,10,0,0,4
g34647.t1,0,0,0,0,0,4
g34658.t1,0,2,0,0,0,0
g34659.t1,0,0,0,0,0,0
g34660.t1,0,0,0,0,0,0
g34661.t1,0,0,0,0,0,0
g34728.t1,0,0,0,0,0,0
g34729.t1,0,0,0,10,3,2
g34731.t1,0,0,0,0,0,0
g34732.t1,0,0,0,0,0,0
g34733.t1,0,0,0,0,0,0
g34734.t1,0,0,0,0,0,0
g34821.t1,0,0,5,5,0,0
g34825.t1,0,4,3,1,0,1
g34851.t1,0,2,0,0,4,2
g34867.t1,0,0,0,0,0,0
g34874.t1,0,0,0,0,0,0
g34875.t1,0,0,0,0,0,0
g34879.t1,0,0,2,3,0,0
g34881.t1,0,0,0,3,0,0
g34885.t1,0,0,0,0,0,0
g34889.t1,0,1,0,0,0,0
g34895.t1,0,0,0,2,0,0
g34896.t1,0,2,0,8,0,1
g34907.t1,0,0,6,0,0,0
g34914.t1,0,0,0,0,0,0
g34917.t1,0,0,0,0,0,0
g34918.t1,0,0,0,0,0,0
g34919.t1,0,0,0,0,0,0
g34920.t1,0,0,0,0,0,0
g34921.t1,0,0,0,0,0,7
g34923.t1,0,0,0,0,0,0
g34924.t1,0,0,0,0,0,0
g34925.t1,0,0,0,0,0,3
g34928.t1,0,0,0,0,0,0
g34942.t1,0,4,0,34,0,32
g34946.t1,0,0,0,0,0,4
g34951.t1,0,8,2,0,0,0
g35065.t1,0,0,0,0,0,0
g35081.t1,0,0,0,0,0,0
g35174.t1,0,0,0,0,3,0
g35190.t1,0,0,0,0,0,1
g35204.t1,0,0,0,0,0,0
g35218.t1,0,0,0,0,0,0
g35248.t1,0,0,0,0,0,0
g35252.t1,0,0,0,77,0,67
g35311.t1,0,0,0,6,2,3
g35361.t1,0,11,14,11,8,5
g35363.t1,0,0,0,0,0,0
g35364.t1,0,0,0,0,0,0
g35384.t1,0,0,0,0,0,4
g35495.t1,0,0,0,10,0,8
g35560.t1,0,0,6,0,2,0
g35562.t1,0,1,4,4,0,3
g35566.t1,0,1,1,0,0,0
g35568.t1,0,0,0,0,0,0
g35576.t1,0,12,0,0,0,0
g35578.t1,0,3,0,0,0,0
g35579.t1,0,0,0,0,2,0
g35580.t1,0,4,0,0,0,0
g35599.t1,0,5,0,0,0,0
g35600.t1,0,0,0,0,0,0
g35604.t1,0,0,3,0,0,0
g35606.t1,0,0,0,0,0,0
g35607.t1,0,0,0,0,0,0
g35608.t1,0,0,0,0,0,0
g35609.t1,0,0,0,0,0,0
g35617.t1,0,0,2,2,1,0
g35621.t1,0,0,0,0,0,0
g35622.t1,0,0,0,0,0,0
g35626.t1,0,13,7,0,6,0
g35627.t1,0,0,0,0,0,0
g35628.t1,0,0,0,3,0,0
g35629.t1,0,0,0,0,0,0
g35631.t1,0,0,0,0,0,0
g35632.t1,0,0,0,0,0,0
g35633.t1,0,0,0,2,0,0
g35635.t1,0,0,0,0,0,0
g35636.t1,0,0,0,0,0,0
g35637.t1,0,0,0,0,0,0
g35639.t1,0,0,0,0,9,0
g35640.t1,0,0,4,0,2,0
g35641.t1,0,0,0,0,0,0
g35642.t1,0,1,0,2,1,0
g35646.t1,0,0,0,5,0,0
g35647.t1,0,0,2,3,0,0
g35648.t1,0,0,0,0,0,0
g35649.t1,0,0,0,0,0,0
g35650.t1,0,0,0,0,4,0
g35651.t1,0,0,0,0,0,0
g35652.t1,0,0,0,0,0,0
g35661.t1,0,0,0,0,0,0
g35662.t1,0,0,0,0,0,0
g35664.t1,0,0,0,0,0,0
g35666.t1,0,0,0,0,0,0
g35667.t1,0,0,0,0,0,0
g35668.t1,0,0,0,0,0,0
g35672.t1,0,24,7,35,0,23
g35682.t1,0,0,0,0,0,0
g35683.t1,0,0,0,0,0,0
g35684.t1,0,0,0,1,0,0
g35687.t1,0,0,0,0,0,0
g35688.t1,0,0,0,0,0,0
g35690.t1,0,0,0,0,0,0
g35691.t1,0,0,0,0,0,0
g35694.t1,0,0,0,0,0,0
g35695.t1,0,0,1,0,0,0
g35696.t1,0,0,12,0,0,0
g35698.t1,0,0,0,0,0,0
g35699.t1,0,0,0,3,0,0
g35701.t1,0,0,0,0,0,0
g35702.t1,0,0,0,0,0,0
g35703.t1,0,0,0,0,0,0
g35707.t1,0,0,0,2,0,0
g35708.t1,0,0,0,0,0,0
g35716.t1,0,0,0,1,0,0
g35717.t1,0,0,0,0,0,4
g35718.t1,0,0,0,0,0,0
g35724.t1,0,2,5,0,0,0
g35725.t1,0,0,3,0,0,2
g35728.t1,0,0,0,0,0,0
g35729.t1,0,3,0,4,0,0
g35733.t1,0,0,0,0,0,0
g35734.t1,0,0,6,0,0,0
g35735.t1,0,0,0,0,0,0
g35740.t1,0,13,9,6,0,3
g35741.t1,0,0,7,0,0,0
g35742.t1,0,0,2,0,0,0
g35743.t1,0,0,0,0,0,0
g35748.t1,0,0,0,0,0,0
g35751.t1,0,1,0,5,1,1
g35752.t1,0,0,0,0,0,0
g35753.t1,0,0,0,0,0,0
g35755.t1,0,0,0,0,0,0
g35767.t1,0,0,0,0,0,0
g35768.t1,0,0,0,0,0,0
g35772.t1,0,0,0,0,0,0
g35773.t1,0,0,0,0,0,0
g35774.t1,0,0,0,0,0,0
g35775.t1,0,0,0,0,0,0
g35776.t1,0,0,0,0,0,0
g35777.t1,0,0,0,0,0,8
g35778.t1,0,0,0,0,0,0
g35780.t1,0,0,0,0,0,0
g35781.t1,0,0,0,0,0,0
g35782.t1,0,0,0,0,0,0
g35783.t1,0,0,0,0,0,0
g35785.t1,0,0,0,0,0,0
g35786.t1,0,0,0,0,0,0
g35787.t1,0,0,0,0,0,0
g35790.t1,0,0,0,0,0,0
g35791.t1,0,0,0,0,0,0
g35793.t1,0,0,0,0,0,0
g35794.t1,0,0,0,0,0,0
g35802.t1,0,0,0,0,0,0
g35803.t1,0,0,0,0,2,0
g35804.t1,0,0,0,0,0,0
g35806.t1,0,0,0,0,0,0
g35807.t1,0,0,0,0,0,0
g35814.t1,0,0,0,0,0,7
g35816.t1,0,0,0,0,0,0
g35817.t1,0,0,0,4,0,0
g35827.t1,0,0,0,0,0,0
g35828.t1,0,0,0,0,0,0
g35829.t1,0,0,0,0,0,0
g35830.t1,0,0,0,0,0,0
g35832.t1,0,0,0,0,0,0
g35833.t1,0,0,0,0,0,0
g35834.t1,0,0,0,0,0,0
g35837.t1,0,0,0,0,0,0
g35839.t1,0,0,0,17,0,17
g35840.t1,0,0,0,6,0,4
g35841.t1,0,0,0,0,0,0
g35847.t1,0,0,0,0,0,0
g35848.t1,0,0,0,0,0,0
g35850.t1,0,0,0,0,0,0
g35852.t1,0,0,0,0,0,0
g35853.t1,0,0,0,0,0,0
g35854.t1,0,0,0,6,4,0
g35855.t1,0,0,0,0,0,0
g35857.t1,0,2,0,6,12,0
g35859.t1,0,2,7,14,3,6
g35874.t1,0,0,0,5,0,5
g35876.t1,0,0,0,0,0,0
g35877.t1,0,0,0,0,0,0
g35878.t1,0,0,0,0,0,0
g35880.t1,0,8,1,0,3,0
g35881.t1,0,0,0,0,0,0
g35885.t1,0,0,0,0,0,0
g35886.t1,0,0,0,0,0,0
g35888.t1,0,0,0,2,0,0
g35900.t1,0,0,0,0,0,0
g35916.t1,0,69,53,12,17,35
g35921.t1,0,2,0,0,0,0
g35996.t1,0,0,0,0,0,0
g35998.t1,0,0,0,0,0,0
g35999.t1,0,0,6,2,0,2
g36047.t1,0,0,3,4,0,3
g36049.t1,0,0,0,0,0,0
g36080.t1,0,2,0,0,0,6
g36081.t1,0,0,0,0,0,0
g36111.t1,0,0,0,0,0,0
g36112.t1,0,0,0,0,0,0
g36131.t1,0,2,32,6,22,0
g36140.t1,0,0,4,0,0,0
g36147.t1,0,2,0,0,0,0
g36161.t1,0,0,0,0,0,0
g36162.t1,0,0,0,0,0,0
g36164.t1,0,5,0,0,0,0
g36165.t1,0,0,0,0,1,0
g36170.t1,0,0,0,0,0,0
g36203.t1,0,0,0,0,0,0
g36204.t1,0,0,0,0,0,0
g36234.t1,0,0,0,18,4,39
g36247.t1,0,224,293,127,207,238
g36279.t1,0,0,0,0,0,0
g36290.t1,0,60,2,21,0,36
g36330.t1,0,0,0,0,0,0
g36380.t1,0,0,7,0,0,0
g36381.t1,0,0,0,0,0,0
g36382.t1,0,0,1,0,0,0
g36383.t1,0,0,3,4,0,0
g36384.t1,0,0,0,0,0,0
g36385.t1,0,0,0,0,0,0
g36386.t1,0,0,0,0,0,0
g36387.t1,0,0,0,0,0,0
g36388.t1,0,0,0,0,0,0
g36390.t1,0,0,0,0,0,0
g36391.t1,0,0,0,0,6,0
g36395.t1,0,0,0,0,0,8
g36396.t1,0,0,0,0,0,0
g36397.t1,0,0,0,0,15,0
g36398.t1,0,0,7,0,1,0
g36399.t1,0,0,0,0,0,0
g36400.t1,0,0,4,0,0,0
g36401.t1,0,0,1,0,11,2
g36402.t1,0,0,0,0,0,0
g36408.t1,0,0,0,21,0,37
g36420.t1,0,0,0,0,0,0
g36444.t1,0,0,1,0,0,0
g36456.t1,0,0,0,0,0,0
g36457.t1,0,0,0,0,0,0
g36461.t1,0,0,0,0,0,0
g36462.t1,0,0,0,0,0,0
g36463.t1,0,0,0,0,0,0
g36464.t1,0,0,0,0,0,0
g36467.t1,0,0,0,0,0,0
g36470.t1,0,0,0,0,0,0
g36474.t1,0,0,0,0,0,0
g36480.t1,0,0,0,0,0,0
g36483.t1,0,0,0,0,0,0
g36488.t1,0,0,0,0,1,0
g36493.t1,0,0,0,0,0,0
g36494.t1,0,0,0,0,0,0
g36496.t1,0,0,0,0,0,0
g36497.t1,0,0,0,0,0,0
g36499.t1,0,0,0,0,0,0
g36500.t1,0,0,0,0,0,0
g36502.t1,0,0,0,0,0,1
g36503.t1,0,0,0,0,0,0
g36504.t1,0,0,0,0,0,0
g36505.t1,0,0,1,4,0,3
g36508.t1,0,0,0,2,0,4
g36510.t1,0,0,0,0,0,0
g36511.t1,0,0,0,0,0,0
g36512.t1,0,4,0,6,0,0
g36514.t1,0,0,0,0,0,0
g36515.t1,0,0,0,0,0,0
g36516.t1,0,0,0,0,0,0
g36517.t1,0,0,0,0,0,0
g36543.t1,0,0,3,0,2,0
g36544.t1,0,0,0,0,0,0
g36557.t1,0,0,0,0,0,0
g36558.t1,0,0,0,0,0,0
g36561.t1,0,0,0,4,0,0
g36563.t1,0,0,0,0,0,0
g36566.t1,0,0,0,0,0,0
g36567.t1,0,0,0,0,0,0
g36570.t1,0,0,0,0,0,0
g36571.t1,0,0,0,0,0,0
g36572.t1,0,0,2,0,0,0
g36573.t1,0,3,11,0,12,0
g36574.t1,0,0,0,4,0,0
g36575.t1,0,0,0,1,0,2
g36576.t1,0,0,0,4,0,2
g36577.t1,0,0,0,0,0,0
g36578.t1,0,0,0,0,0,0
g36579.t1,0,0,4,0,0,0
g36582.t1,0,0,0,0,0,0
g36583.t1,0,0,0,2,0,0
g36584.t1,0,0,0,0,0,0
g36586.t1,0,0,0,0,0,0
g36588.t1,0,0,0,0,0,0
g36592.t1,0,0,0,0,0,0
g36593.t1,0,0,0,4,0,0
g36596.t1,0,0,0,0,0,0
g36597.t1,0,0,0,0,0,0
g36598.t1,0,0,0,0,0,0
g36600.t1,0,0,0,0,0,0
g36601.t1,0,0,0,0,0,0
g36602.t1,0,0,0,0,0,0
g36605.t1,0,0,0,0,0,0
g36606.t1,0,2,0,0,0,0
g36608.t1,0,0,0,0,0,0
g36613.t1,0,0,0,0,0,0
g36614.t1,0,0,0,0,0,0
g36615.t1,0,0,0,0,0,0
g36616.t1,0,0,0,0,0,0
g36618.t1,0,0,6,0,0,0
g36619.t1,0,0,0,0,0,0
g36667.t1,0,0,0,0,0,0
g36670.t1,0,0,0,0,0,0
g36671.t1,0,0,0,3,0,0
g36672.t1,0,0,3,0,0,0
g36673.t1,0,3,0,0,0,0
g36674.t1,0,0,0,0,0,0
g36678.t1,0,0,0,0,0,0
g36684.t1,0,0,0,0,0,0
g36709.t1,0,0,0,0,0,0
g36719.t1,0,0,1,3,0,1
g36770.t1,0,0,0,0,0,0
g36772.t1,0,0,0,0,0,0
g36780.t1,0,0,0,5,0,0
g36781.t1,0,0,0,0,0,0
g36783.t1,0,0,0,0,0,0
g36785.t1,0,0,0,2,0,0
g36786.t1,0,0,2,2,2,0
g36787.t1,0,0,0,0,0,0
g36797.t1,0,0,0,8,0,0
g36800.t1,0,0,0,0,0,0
g36801.t1,0,0,0,0,0,0
g36818.t1,0,0,0,0,0,0
g36819.t1,0,0,0,0,0,0
g36828.t1,0,0,0,0,0,0
g36865.t1,0,0,0,3,0,0
g36866.t1,0,0,0,0,0,0
g36867.t1,0,0,0,0,0,0
g36868.t1,0,0,0,0,0,0
g36870.t1,0,0,0,0,0,0
g36871.t1,0,0,0,0,0,0
g36872.t1,0,0,0,0,0,0
g36873.t1,0,4,7,0,0,0
g36874.t1,0,0,0,0,0,0
g36892.t1,0,11,0,0,0,0
g36910.t1,0,0,0,0,0,0
g36942.t1,0,0,2,13,6,3
g36955.t1,0,0,0,0,0,0
g36990.t1,0,0,0,0,0,0
g36995.t1,0,8,7,19,0,24
g36996.t1,0,0,0,0,0,0
g37024.t1,0,0,0,2,0,0
g37029.t1,0,0,0,0,0,0
g37030.t1,0,0,0,0,0,0
g37033.t1,0,0,0,0,0,0
g37078.t1,0,0,0,0,0,0
g37122.t1,0,0,0,0,0,0
g37137.t1,0,0,0,0,0,0
g37138.t1,0,0,0,0,0,0
g37139.t1,0,0,0,0,0,0
g37140.t1,0,0,0,0,0,0
g37141.t1,0,0,0,0,0,0
g37143.t1,0,1,0,23,0,99
g37189.t1,0,0,318,0,192,0
g37190.t1,0,0,3,0,0,0
g37191.t1,0,0,0,0,0,0
g37192.t1,0,0,0,0,0,0
g37197.t1,0,0,0,1,1,0
g37249.t1,0,0,18,0,13,0
g37250.t1,0,0,6,0,11,0
g37252.t1,0,0,0,0,0,0
g37253.t1,0,0,0,0,0,0
g37256.t1,0,0,10,0,0,0
g37257.t1,0,0,0,0,0,0
g37275.t1,0,0,0,0,0,0
g37276.t1,0,0,0,0,0,0
g37293.t1,0,0,0,0,0,0
g37294.t1,0,0,0,0,0,0
g37302.t1,0,0,0,0,0,3
g37303.t1,0,0,8,3,0,6
g37315.t1,0,0,0,2,0,0
g37317.t1,0,0,0,0,0,0
g37370.t1,0,0,0,4,0,2
g37375.t1,0,0,0,0,0,0
g37376.t1,0,4,0,0,9,0
g37386.t1,0,0,2,0,0,0
g37396.t1,0,15,0,49,0,45
g37408.t1,0,38,58,36,24,78
g37429.t1,0,0,0,0,0,0
g37430.t1,0,0,0,3,0,0
g37431.t1,0,0,0,0,0,0
g37432.t1,0,0,0,0,0,0
g37433.t1,0,0,0,0,0,0
g37439.t1,0,0,0,0,0,0
g37440.t1,0,0,0,0,0,0
g37441.t1,0,0,0,0,0,0
g37442.t1,0,0,0,0,0,0
g37443.t1,0,0,0,0,0,0
g37445.t1,0,0,0,0,0,0
g37446.t1,0,0,0,0,0,0
g37447.t1,0,0,0,0,0,0
g37450.t1,0,0,0,0,0,0
g37451.t1,0,0,0,0,0,0
g37452.t1,0,0,0,0,0,0
g37453.t1,0,0,0,0,0,0
g37454.t1,0,0,0,0,0,0
g37455.t1,0,1,1,0,0,0
g37456.t1,0,1,0,0,0,0
g37457.t1,0,0,0,0,0,0
g37458.t1,0,0,0,0,0,0
g37459.t1,0,0,0,0,0,0
g37460.t1,0,0,0,0,0,0
g37461.t1,0,0,0,0,0,0
g37462.t1,0,0,0,0,0,0
g37463.t1,0,0,0,0,0,0
g37464.t1,0,0,0,0,0,0
g37465.t1,0,0,0,0,0,0
g37466.t1,0,0,0,0,0,0
g37467.t1,0,0,0,1,0,0
g37470.t1,0,0,0,0,0,0
g37472.t1,0,0,0,0,0,0
g37473.t1,0,0,0,0,0,0
g37474.t1,0,7,33,0,12,3
g37481.t1,0,0,0,0,0,0
g37482.t1,0,0,0,0,0,0
g37502.t1,0,0,0,0,0,0
g37507.t1,0,0,0,0,0,3
g37526.t1,0,0,0,1,0,0
g37527.t1,0,7,0,0,4,0
g37528.t1,0,0,0,0,0,2
g37564.t1,0,0,0,0,0,0
g37581.t1,0,0,0,0,0,0
g37612.t1,0,0,5,0,0,0
g37617.t1,0,0,0,0,0,0
g37619.t1,0,0,0,0,0,0
g37620.t1,0,0,0,0,3,0
g37621.t1,0,0,0,0,0,1
g37626.t1,0,0,0,0,0,0
g37628.t1,0,0,0,3,0,0
g37629.t1,0,0,0,0,0,0
g37630.t1,0,0,0,0,0,0
g37631.t1,0,0,0,0,0,0
g37664.t1,0,0,0,0,0,0
g37668.t1,0,0,0,0,0,0
g37670.t1,0,4,0,0,0,0
g37676.t1,0,0,0,0,0,0
g37680.t1,0,0,0,0,0,0
g37682.t1,0,0,0,0,0,0
g37710.t1,0,0,0,0,0,0
g37711.t1,0,0,0,0,0,0
g37713.t1,0,0,0,3,0,1
g37715.t1,0,0,0,6,0,0
g37720.t1,0,0,0,0,0,0
g37721.t1,0,0,0,0,0,0
g37722.t1,0,0,0,0,0,0
g37726.t1,0,0,0,0,0,0
g37728.t1,0,0,0,3,0,3
g37729.t1,0,0,0,6,0,0
g37733.t1,0,0,0,0,0,0
g37736.t1,0,0,0,0,0,0
g37737.t1,0,0,0,0,0,0
g37738.t1,0,0,0,0,0,0
g37739.t1,0,0,0,0,1,0
g37831.t1,0,0,0,8,2,0
g37868.t1,0,0,1,0,0,0
g37870.t1,0,0,0,0,0,0
g37872.t1,0,0,0,0,0,0
g37874.t1,0,0,0,0,0,0
g37887.t1,0,2,0,0,0,0
g37904.t1,0,0,0,0,0,0
g37907.t1,0,0,0,0,0,1
g37910.t1,0,0,0,2,0,0
g37915.t1,0,0,0,0,0,0
g37916.t1,0,0,0,0,0,0
g37928.t1,0,0,2,0,0,0
g37929.t1,0,0,0,0,0,0
g37944.t1,0,0,0,0,1,0
g37972.t1,0,6,1,4,0,11
g37974.t1,0,0,0,2,0,0
g37984.t1,0,0,0,0,0,0
g37985.t1,0,0,0,0,0,0
g37986.t1,0,0,0,0,0,0
g37987.t1,0,0,0,0,0,0
g38005.t1,0,0,0,0,0,0
g38006.t1,0,0,6,0,0,0
g38007.t1,0,0,0,0,0,0
g38008.t1,0,0,861,60,831,42
g38018.t1,0,0,0,0,0,0
g38046.t1,0,0,0,0,1,0
g38048.t1,0,0,0,0,0,0
g38055.t1,0,0,0,0,0,0
g38057.t1,0,0,0,0,0,0
g38064.t1,0,0,4,2,0,2
g38069.t1,0,0,0,0,0,0
g38070.t1,0,0,0,0,0,0
g38071.t1,0,0,0,0,0,0
g38095.t1,0,0,7,15,1,2
g38105.t1,0,0,8,4,2,11
g38114.t1,0,0,0,0,0,0
g38115.t1,0,0,0,0,0,0
g38117.t1,0,0,5,0,0,0
g38126.t1,0,0,3,0,0,0
g38127.t1,0,0,0,0,0,0
g38132.t1,0,0,0,0,0,0
g38133.t1,0,0,0,0,0,2
g38136.t1,0,0,0,0,0,0
g38138.t1,0,4,0,0,0,0
g38214.t1,0,0,2,0,0,1
g38278.t1,0,0,0,0,0,0
g38284.t1,0,0,0,0,0,0
g38297.t1,0,7,0,9,0,4
g38301.t1,0,0,3,0,0,10
g38302.t1,0,0,4,31,2,7
g38303.t1,0,0,0,5,0,10
g38304.t1,0,0,0,0,0,0
g38305.t1,0,0,0,0,0,0
g38338.t1,0,0,0,0,0,0
g38341.t1,0,4,3,37,0,0
g38342.t1,0,10,0,10,3,0
g38351.t1,0,0,0,0,0,0
g38359.t1,0,0,0,4,2,2
g38416.t1,0,0,0,0,0,0
g38425.t1,0,3,4,0,9,0
g38427.t1,0,0,0,0,0,0
g38455.t1,0,17,6,5,0,0
g38489.t1,0,0,0,0,0,0
g38492.t1,0,2,0,0,0,0
g38493.t1,0,0,0,0,0,3
g38494.t1,0,0,0,0,0,0
g38497.t1,0,8,0,0,0,0
g38505.t1,0,0,0,0,0,0
g38506.t1,0,0,0,0,0,0
g38508.t1,0,0,0,0,0,0
g38511.t1,0,0,0,0,0,0
g38539.t1,0,0,0,0,0,0
g38552.t1,0,0,0,0,0,0
g38553.t1,0,0,0,0,0,0
g38560.t1,0,0,0,0,0,0
g38582.t1,0,4,0,0,0,0
g38639.t1,0,2,3,0,0,0
g38643.t1,0,3,8,3,7,3
g38645.t1,0,3,0,5,0,6
g38646.t1,0,0,0,0,0,0
g38647.t1,0,0,0,0,0,0
g38648.t1,0,0,0,0,2,0
g38649.t1,0,0,0,0,0,0
g38650.t1,0,0,0,2,6,1
g38651.t1,0,0,0,2,0,10
g38653.t1,0,0,0,0,0,1
g38654.t1,0,0,0,4,1,0
g38655.t1,0,0,0,4,0,0
g38656.t1,0,0,0,0,0,2
g38657.t1,0,0,0,4,0,0
g38658.t1,0,0,13,22,11,33
g38672.t1,0,0,0,0,0,0
g38674.t1,0,0,0,2,0,0
g38675.t1,0,0,0,0,0,0
g38677.t1,0,0,0,0,0,0
g38685.t1,0,0,0,0,1,0
g38687.t1,0,0,0,0,0,0
g38688.t1,0,4,7,0,0,0
g38689.t1,0,6,2,0,0,0
g38694.t1,0,0,0,0,0,0
g38703.t1,0,0,0,0,0,0
g38705.t1,0,0,6,4,0,0
g38706.t1,0,0,0,0,0,3
g38708.t1,0,0,0,0,0,0
g38716.t1,0,3,0,0,0,4
g38751.t1,0,0,0,0,1,2
g38752.t1,0,0,0,0,0,0
g38755.t1,0,0,0,0,0,0
g38772.t1,0,0,0,0,0,0
g38791.t1,0,0,0,55,0,93
g38792.t1,0,0,2,0,0,4
g38797.t1,0,2,2,2,1,7
g38798.t1,0,4,10,20,10,10
g38800.t1,0,0,0,0,0,0
g38801.t1,0,0,0,0,0,7
g38802.t1,0,0,6,0,6,0
g38803.t1,0,3,4,0,0,2
g38804.t1,0,0,0,0,3,0
g38805.t1,0,0,0,3,0,0
g38810.t1,0,0,0,2,0,0
g38820.t1,0,0,0,0,0,0
g38821.t1,0,0,0,0,0,0
g38825.t1,0,0,3,5,0,0
g38826.t1,0,2,0,2,0,0
g38827.t1,0,0,0,0,0,0
g38828.t1,0,0,0,0,0,0
g38876.t1,0,0,0,4,0,0
g38878.t1,0,0,0,0,0,0
g38879.t1,0,0,0,0,0,0
g38880.t1,0,0,0,0,0,0
g38884.t1,0,0,0,0,0,0
g38885.t1,0,4,0,0,0,0
g38887.t1,0,0,0,0,0,0
g38888.t1,0,0,0,0,0,0
g38895.t1,0,0,0,0,0,0
g38896.t1,0,0,0,0,0,0
g38900.t1,0,0,0,0,0,0
g38905.t1,0,0,0,0,0,0
g38906.t1,0,0,0,0,0,0
g38907.t1,0,3,0,3,2,1
g38908.t1,0,0,0,0,0,7
g38909.t1,0,0,0,0,0,0
g38910.t1,0,0,0,0,0,0
g38911.t1,0,0,0,0,0,0
g38912.t1,0,0,0,0,0,0
g38917.t1,0,0,0,0,0,0
g38918.t1,0,0,0,0,0,0
g38922.t1,0,0,0,3,0,0
g38923.t1,0,0,0,0,0,0
g38924.t1,0,0,0,0,0,0
g38925.t1,0,0,0,0,0,0
g38927.t1,0,0,0,6,0,0
g38930.t1,0,0,2,0,0,2
g38931.t1,0,0,0,0,0,0
g38932.t1,0,0,0,0,0,7
g38933.t1,0,0,0,0,0,0
g38937.t1,0,0,0,0,0,0
g38938.t1,0,0,0,0,0,0
g38939.t1,0,0,0,0,0,0
g38940.t1,0,0,0,0,0,0
g38941.t1,0,0,0,0,0,0
g38945.t1,0,0,0,0,0,0
g38947.t1,0,0,0,0,0,0
g38950.t1,0,0,0,0,0,0
g38952.t1,0,0,0,0,0,0
g38955.t1,0,0,0,0,0,0
g38956.t1,0,0,0,0,0,0
g38957.t1,0,0,0,0,0,0
g38959.t1,0,0,0,0,0,0
g38963.t1,0,0,0,0,0,0
g38968.t1,0,0,0,0,0,0
g38969.t1,0,0,0,0,0,0
g38970.t1,0,0,0,0,0,0
g38983.t1,0,0,0,0,0,0
g38984.t1,0,0,0,0,0,0
g38987.t1,0,0,0,3,0,0
g38988.t1,0,0,0,0,0,0
g38989.t1,0,0,0,0,0,0
g38990.t1,0,0,0,0,0,2
g39029.t1,0,0,0,0,0,0
g39049.t1,0,0,0,0,0,0
g39053.t1,0,0,0,0,0,1
g39054.t1,0,0,0,0,0,0
g39056.t1,0,0,14,18,0,0
g39057.t1,0,0,0,0,0,0
g39058.t1,0,0,0,0,0,0
g39059.t1,0,0,0,0,0,0
g39060.t1,0,0,0,0,0,0
g39061.t1,0,0,0,0,0,0
g39063.t1,0,0,0,0,0,0
g39065.t1,0,0,0,0,0,0
g39066.t1,0,0,0,0,0,0
g39067.t1,0,0,0,0,0,0
g39069.t1,0,0,0,0,0,0
g39070.t1,0,0,0,0,0,0
g39072.t1,0,0,2,0,0,0
g39073.t1,0,0,0,0,0,0
g39074.t1,0,0,0,0,0,0
g39075.t1,0,0,0,0,0,0
g39076.t1,0,0,0,0,0,0
g39077.t1,0,0,0,4,0,0
g39078.t1,0,0,52,57,20,89
g39080.t1,0,0,0,0,0,0
g39081.t1,0,0,0,0,0,0
g39084.t1,0,0,0,0,0,0
g39085.t1,0,0,0,0,0,0
g39086.t1,0,0,0,5,0,2
g39089.t1,0,0,0,7,0,0
g39090.t1,0,0,0,0,0,0
g39091.t1,0,0,0,4,0,5
g39093.t1,0,0,0,0,0,0
g39094.t1,0,0,1,0,0,4
g39095.t1,0,0,4,7,0,17
g39099.t1,0,0,0,0,0,0
g39100.t1,0,0,0,0,0,0
g39117.t1,0,0,2,7,0,0
g39118.t1,0,0,0,17,0,12
g39120.t1,0,0,0,3,0,0
g39139.t1,0,0,0,0,0,0
g39140.t1,0,0,0,0,0,0
g39162.t1,0,2,0,1,1,0
g39195.t1,0,0,1,0,0,5
g39223.t1,0,3,0,0,0,0
g39224.t1,0,0,0,0,0,0
g39243.t1,0,0,0,0,0,0
g39244.t1,0,0,0,0,0,0
g39245.t1,0,0,0,0,0,0
g39253.t1,0,0,0,1,0,0
g39254.t1,0,0,0,0,0,0
g39300.t1,0,1,3,3,4,0
g39301.t1,0,9,6,12,0,4
g39302.t1,0,0,0,0,0,0
g39303.t1,0,0,0,0,0,0
g39377.t1,0,0,0,8,0,4
g39403.t1,0,0,5,2,0,0
g39461.t1,0,0,0,0,0,0
g39462.t1,0,3,5,2,13,0
g39463.t1,0,0,0,0,3,1
g39464.t1,0,0,0,2,0,0
g39465.t1,0,0,0,0,0,0
g39467.t1,0,0,0,0,0,0
g39480.t1,0,0,0,0,0,0
g39482.t1,0,0,0,0,0,0
g39490.t1,0,0,3,0,0,6
g39491.t1,0,0,0,0,0,0
g39495.t1,0,3,0,0,4,0
g39496.t1,0,0,0,0,0,0
g39498.t1,0,4,44,2,33,7
