transcript_id,1BS,1DS,2BS,2DS,3BS,3DS
g37305.t1,34,44,16,0,6,5
g37306.t1,61,79,41,33,24,22
g37310.t1,129,118,22,58,43,21
g37311.t1,100,107,21,45,19,0
g37313.t1,127,28,13,253,29,725
g37312.t1,2984,1086,1470,2090,1174,1869
g37314.t1,620,114,313,179,229,262
g37316.t1,4754,3593,5470,4373,3966,4681
g37323.t1,72,37,108,91,89,111
g37318.t1,1681,1263,1324,1462,1142,1154
g37322.t1,4,0,8,0,4,0
g37343.t1,6,1,4,2,4,4
g37344.t1,602,102,2063,308,1480,1523
g37325.t1,0,0,0,0,0,0
g37332.t1,0,0,0,2,0,0
g37333.t1,0,0,0,0,0,6
g37334.t1,0,0,0,0,0,0
g37338.t1,0,4,14,10,16,3
g37340.t1,0,0,0,3,0,0
g37342.t1,0,1,0,0,0,1
g37324.t1,629,168,287,240,278,323
g37326.t1,118,105,311,166,308,306
g37330.t1,16,0,17,9,10,8
g37331.t1,3,6,0,0,0,3
g37337.t1,2,0,3,8,13,0
g37339.t1,4,4,10,0,9,0
g37341.t1,915,244,699,919,527,939
g37345.t1,1920,1349,3650,2420,2136,3321
g37347.t1,630,613,1111,788,930,1005
g37348.t1,554,1651,684,2719,699,1730
g37349.t1,6309,6300,4230,3300,5281,2356
g37350.t1,2409,2217,377,2247,380,1278
g37355.t1,89,81,446,158,323,262
g37357.t1,18,7,10,14,13,12
g37359.t1,399,148,137,58,167,182
g37360.t1,37,33,34,53,70,31
g37361.t1,42,15,35,90,55,51
g37362.t1,23,10,30,37,36,30
g37351.t1,217,167,318,35,183,427
g37352.t1,120879,38629,66557,46611,49080,176067
g37363.t1,521,265,645,476,513,494
g37364.t1,538,426,650,557,425,629
g37368.t1,1033,175,2311,1944,1624,2624
g37369.t1,492,338,926,548,566,774
g37372.t1,1276,242,552,487,407,1069
g37373.t1,510,267,585,543,418,586
g37377.t1,4,0,0,5,0,0
g37383.t1,0,0,2,3,0,7
g37384.t1,0,0,0,0,0,0
g37378.t1,159,92,328,154,148,235
g37379.t1,3,3,7,0,0,4
g37380.t1,336,252,353,202,232,298
g37382.t1,234,182,200,94,129,193
g37385.t1,366,140,238,60,119,195
g37387.t1,1168,528,1719,1138,1031,1191
g37388.t1,277,181,322,59,94,264
g37389.t1,3115,2994,6161,3616,4760,4481
g37390.t1,923,336,1384,1421,668,910
g37392.t1,0,0,0,0,0,0
g37391.t1,102,133,158,102,104,130
g37393.t1,14,0,18,27,12,7
g37394.t1,511,428,381,502,393,317
g37395.t1,436,254,279,264,236,320
g37397.t1,800,918,1089,1349,815,804
g37399.t1,1278,863,1615,1444,1155,1218
g37400.t1,383,242,475,446,268,618
g37402.t1,3,0,0,0,0,4
g37403.t1,5,0,0,14,11,23
g37401.t1,7093,4695,6703,6481,5599,5912
g37406.t1,18,13,41,14,31,60
g37407.t1,251,127,137,17,121,33
g37409.t1,8,0,3,16,6,7
g37410.t1,274,114,243,257,338,264
g37411.t1,2152,1568,2506,2417,1984,2074
g37428.t1,8,6,5,3,1,3
g37434.t1,0,0,0,0,0,0
g37435.t1,0,0,0,0,0,0
g37437.t1,0,0,0,0,0,0
g37438.t1,7,0,0,0,0,0
g37419.t1,0,0,0,0,0,2
g37420.t1,0,3,0,9,0,6
g37424.t1,0,0,151,195,100,194
g37412.t1,12,21,7,16,16,12
g37415.t1,339,447,75,351,40,220
g37416.t1,15,7,13,4,21,7
g37417.t1,261,63,85,68,106,156
g37418.t1,9002,1197,3479,3003,3482,6897
g37422.t1,4488,3567,6087,8477,3739,26699
g37423.t1,38,6,85,212,58,138
g37425.t1,19,0,82,205,27,232
g37427.t1,273,159,1507,227,1214,373
g37475.t1,4,32,7,4,25,6
g37476.t1,34,51,16,17,31,30
g37477.t1,118,62,40,47,38,51
g37478.t1,12,3,2,0,1,5
g37479.t1,3,2,0,0,1,0
g37483.t1,67,23,28,48,33,36
g37484.t1,1535,835,1520,987,976,1724
g37486.t1,0,0,0,7,0,0
g37487.t1,0,0,0,0,0,0
g37485.t1,435,260,554,375,419,612
g37488.t1,3139,2444,5385,3133,3922,4631
g37494.t1,881,527,1003,976,696,1334
g37493.t1,10657,6834,9958,11175,8206,10663
g37495.t1,2709,1768,3192,2256,1814,3185
g37496.t1,1676,1131,2675,2351,2052,2378
g37497.t1,60,42,14,27,16,24
g37498.t1,20,6,18,33,29,51
g37499.t1,1288,702,1272,1063,895,1320
g37500.t1,1487,851,1194,1447,913,1229
g37501.t1,840,219,929,638,686,980
g37503.t1,504,345,500,474,363,531
g37504.t1,6,11,12,11,11,23
g37505.t1,331,225,440,299,359,397
g37506.t1,0,0,4,0,0,0
g37525.t1,0,0,0,0,2,1
g37524.t1,4,2,0,0,0,3
g37530.t1,412,139,294,385,197,329
g37531.t1,34,14,0,1,1,0
g37532.t1,31,6,0,0,0,0
g37533.t1,2,0,0,0,0,0
g37534.t1,13,0,0,0,0,0
g37535.t1,134,6,60,35,37,34
g37549.t1,8,0,0,5,0,8
g37550.t1,0,0,0,0,0,6
g37540.t1,0,0,0,0,0,0
g37544.t1,0,0,0,0,0,0
g37536.t1,406,0,0,0,0,0
g37537.t1,1684,0,0,0,0,0
g37538.t1,10,11,3,16,1,19
g37539.t1,198,0,0,0,0,0
g37541.t1,1,0,0,0,0,0
g37542.t1,16,0,0,0,0,0
g37543.t1,12,0,0,0,0,0
g37545.t1,14,0,0,0,0,0
g37546.t1,59,3,4,0,6,0
g37548.t1,2,0,0,0,0,0
g37556.t1,68,38,53,28,18,57
g37557.t1,83,10,16,21,0,29
g37555.t1,2560,1649,3069,2616,2176,3064
g37558.t1,4,0,0,4,0,1
g37559.t1,468,362,544,401,491,213
g37560.t1,141,104,133,138,123,48
g37565.t1,0,0,0,0,0,0
g37572.t1,0,0,0,0,0,0
g37573.t1,0,0,0,3,0,2
g37570.t1,8,0,0,10,0,0
g37574.t1,38,0,0,18,17,28
g37575.t1,84,0,12,19,13,22
g37576.t1,4,1,2,1,4,0
g37578.t1,4488,3251,13607,5701,11514,13371
g37579.t1,566,492,753,449,571,844
g37580.t1,2037,1015,2466,2808,1822,2313
g37582.t1,224,76,127,252,62,179
g37584.t1,0,0,3,0,0,0
g37583.t1,136,108,135,147,96,138
g37585.t1,402,543,251,482,177,152
g37586.t1,545,773,354,743,264,202
g37587.t1,2890,1794,2999,2940,2319,2330
g37588.t1,1333,1321,1566,1363,1300,1403
g37589.t1,195,233,354,172,292,209
g37592.t1,97,0,9,17,0,59
g37590.t1,2479,363,1832,1413,1179,2010
g37591.t1,596,40,120,91,86,242
g37594.t1,0,0,0,0,0,0
g37593.t1,1613,724,1400,1164,844,1494
g37597.t1,3734,624,1222,2609,1222,2135
g37598.t1,13822,7974,11764,13528,9681,11790
g37599.t1,370,229,370,475,239,356
g37610.t1,3,0,7,0,7,7
g37611.t1,0,0,0,0,0,0
g37615.t1,20,44,165,53,165,171
g37616.t1,1,0,0,0,0,0
g37618.t1,2,0,0,2,0,2
g37622.t1,2,0,28,4,29,33
g37623.t1,0,0,0,2,0,0
g37625.t1,30,36,39,9,16,89
g37624.t1,698,429,787,961,702,978
g37627.t1,3,0,2,6,4,0
g37633.t1,3,5,5,8,7,5
g37634.t1,18,4,0,9,0,12
g37635.t1,4,0,1,1,0,0
g37665.t1,6,2,5,8,4,4
g37666.t1,4,0,0,0,0,0
g37638.t1,0,0,0,1,2,2
g37645.t1,0,0,0,0,0,0
g37653.t1,0,0,0,0,0,0
g37654.t1,0,0,0,4,0,3
g37655.t1,0,0,0,3,0,8
g37656.t1,0,0,0,7,0,9
g37661.t1,0,0,0,0,0,0
g37662.t1,0,0,0,0,0,0
g37637.t1,7,2,1,1,2,3
g37639.t1,21,4,21,22,20,22
g37640.t1,2,4,0,0,0,0
g37643.t1,2,0,4,0,6,1
g37644.t1,5,4,5,4,4,5
g37646.t1,23,4,0,8,5,19
g37647.t1,3,1,5,4,5,8
g37649.t1,728,453,1495,793,1237,637
g37650.t1,686,441,2054,843,1467,858
g37651.t1,32,34,39,42,37,55
g37652.t1,828,550,1523,772,1878,760
g37659.t1,3,0,0,11,2,0
g37660.t1,1,1,2,0,1,0
g37663.t1,27,6,5,14,5,11
g37672.t1,0,10,0,15,0,6
g37671.t1,14,2,0,11,0,5
g37673.t1,138,62,0,58,0,125
g37674.t1,2302,1126,0,848,0,2693
g37675.t1,95,36,10,82,4,37
g37678.t1,62,37,44,82,42,35
g37679.t1,980,889,874,1723,931,1116
g37683.t1,0,0,0,0,0,0
g37684.t1,10575,6319,13276,11381,9852,13777
g37689.t1,27,81,3,12,3,22
g37685.t1,929,423,739,1193,560,816
g37686.t1,4357,2139,2678,3698,2103,2849
g37687.t1,692,362,555,773,446,675
g37691.t1,0,0,0,0,0,0
g37690.t1,758,455,808,812,554,893
g37712.t1,58,57,75,51,46,107
g37694.t1,0,0,0,0,0,0
g37695.t1,0,0,0,0,0,0
g37697.t1,0,11,3,3,3,4
g37699.t1,0,8,0,2,1,1
g37705.t1,0,4,0,2,0,0
g37692.t1,1174,717,752,1107,594,696
g37698.t1,2,15,3,6,9,4
g37700.t1,1,18,3,3,0,0
g37701.t1,1,2,2,1,1,2
g37702.t1,1,1,9,2,3,1
g37706.t1,6,1,17,46,32,16
g37707.t1,8,10,9,10,6,6
g37717.t1,3,0,1,0,0,1
g37718.t1,6,0,0,0,0,0
g37719.t1,1,0,0,3,0,3
g37725.t1,1,0,0,0,0,0
g37734.t1,5,6,17,39,13,27
g37829.t1,0,0,0,0,0,0
g37745.t1,0,0,0,0,0,0
g37747.t1,0,0,0,0,0,0
g37750.t1,0,0,0,0,0,0
g37751.t1,0,0,3,0,0,3
g37753.t1,0,0,0,0,0,0
g37754.t1,0,0,0,0,0,0
g37755.t1,0,0,0,0,0,0
g37756.t1,0,0,0,2,0,0
g37757.t1,0,0,0,0,0,0
g37758.t1,0,0,0,0,0,0
g37759.t1,0,2,0,0,0,0
g37760.t1,0,0,0,0,0,0
g37761.t1,0,0,0,0,0,0
g37762.t1,0,0,0,0,0,0
g37763.t1,0,0,0,5,0,1
g37764.t1,0,0,0,0,0,0
g37765.t1,0,0,0,0,0,0
g37767.t1,0,0,5,0,0,0
g37768.t1,0,0,0,0,0,0
g37769.t1,0,0,0,0,0,0
g37770.t1,0,0,0,2,0,0
g37771.t1,0,0,0,0,0,0
g37772.t1,0,0,0,0,0,0
g37778.t1,0,0,0,0,0,0
g37779.t1,0,1,0,0,0,0
g37780.t1,0,2,1,0,0,0
g37783.t1,0,0,0,0,0,0
g37785.t1,0,0,10,0,0,0
g37788.t1,0,0,0,0,0,0
g37789.t1,0,0,0,0,0,0
g37791.t1,0,0,0,0,0,0
g37792.t1,0,0,0,0,0,0
g37793.t1,0,0,0,0,0,0
g37794.t1,0,0,0,0,0,0
g37795.t1,0,0,0,0,0,0
g37797.t1,0,0,0,0,0,0
g37798.t1,0,0,0,0,0,0
g37799.t1,0,0,1,0,0,3
g37803.t1,0,0,0,0,0,0
g37804.t1,0,0,0,0,0,0
g37806.t1,0,0,0,0,0,0
g37807.t1,0,0,0,0,0,0
g37811.t1,0,0,0,5,0,7
g37812.t1,0,0,0,0,0,0
g37813.t1,0,0,0,0,0,0
g37816.t1,0,0,0,0,2,0
g37818.t1,0,0,0,0,0,0
g37820.t1,0,0,0,0,0,0
g37823.t1,0,0,0,0,0,0
g37825.t1,0,3,0,0,0,9
g37827.t1,0,0,0,0,0,0
g37740.t1,1710,879,2106,2251,1735,2375
g37741.t1,1258,619,2282,1511,1572,1698
g37742.t1,427,397,355,536,347,438
g37743.t1,23,0,43,15,24,115
g37752.t1,16,11,12,0,18,0
g37766.t1,33,16,16,17,16,20
g37773.t1,231,74,66,117,43,72
g37774.t1,43,9,6,9,6,4
g37775.t1,21,1,3,3,3,20
g37777.t1,105,47,89,82,60,110
g37781.t1,1,1,0,0,0,1
g37782.t1,40,12,4,49,9,59
g37784.t1,2,0,5,2,5,0
g37796.t1,4,0,0,0,0,0
g37808.t1,8,0,0,2,0,7
g37810.t1,1,1,1,2,1,1
g37822.t1,4,5,2,7,2,0
g37833.t1,2397,3044,4814,7408,4036,7429
g37834.t1,133,275,579,775,356,900
g37835.t1,4586,3272,5204,8390,4310,7418
g37836.t1,1036,180,554,293,343,385
g37837.t1,1218,663,1212,1742,877,1371
g37867.t1,0,0,0,0,0,0
g37840.t1,0,0,0,0,0,0
g37842.t1,0,0,0,0,0,0
g37845.t1,0,1,2,0,0,0
g37846.t1,0,0,0,0,0,0
g37849.t1,0,0,0,0,0,0
g37850.t1,0,0,0,0,0,0
g37853.t1,0,0,0,15,0,1
g37856.t1,0,3,1,0,0,0
g37857.t1,0,0,1,0,1,1
g37861.t1,0,0,0,0,0,0
g37863.t1,0,0,0,0,0,0
g37865.t1,0,0,0,0,0,0
g37838.t1,11,0,8,4,0,0
g37839.t1,12,4,0,15,5,11
g37847.t1,7,6,0,23,0,0
g37848.t1,25,2,4,18,3,5
g37851.t1,31,8,18,65,17,36
g37852.t1,11,8,35,57,13,15
g37855.t1,7,2,10,4,19,1
g37858.t1,25,0,0,26,0,0
g37862.t1,15,17,11,14,19,21
g37866.t1,9,0,0,0,0,0
g37869.t1,2,0,0,0,0,0
g37871.t1,18,37,10,10,1,8
g37873.t1,1062,75,64,189,21,696
g37875.t1,12,4,18,10,0,0
g37877.t1,0,0,0,0,0,0
g37876.t1,7,5,3,13,0,27
g37878.t1,34,29,0,17,0,46
g37879.t1,97,70,0,49,0,117
g37880.t1,10,8,11,10,6,20
g37882.t1,1462,952,384,1349,414,1502
g37883.t1,59,31,0,17,1,60
g37884.t1,491,258,2,495,0,479
g37885.t1,4,6,0,0,0,0
g37886.t1,51,50,0,41,3,42
g37888.t1,0,0,0,0,0,0
g37889.t1,221,146,302,296,138,83
g37890.t1,125,112,110,136,114,141
g37891.t1,354,386,497,534,469,436
g37892.t1,2,3,8,3,2,9
g37893.t1,2,0,0,0,0,1
g37894.t1,118,80,112,147,97,139
g37897.t1,133,46,197,94,212,156
g37898.t1,33,2,27,13,10,15
g37899.t1,284,113,153,266,99,202
g37901.t1,167,68,60,66,36,96
g37902.t1,238,32,43,258,20,164
g37900.t1,6800,4418,6117,8090,4410,9216
g37903.t1,622,223,493,366,339,667
g37905.t1,290,331,609,281,486,580
g37906.t1,6,0,0,9,0,0
g37908.t1,1,0,2,0,4,6
g37913.t1,115,49,330,197,188,269
g37914.t1,32,12,112,86,74,101
g37917.t1,1,0,0,1,0,0
g37918.t1,0,6,9,9,7,13
g37919.t1,13,28,29,23,32,20
g37920.t1,0,0,0,0,0,0
g37921.t1,9,1,6,3,3,1
g37923.t1,9,11,5,59,4,15
g37924.t1,6,3,8,6,16,8
g37925.t1,2,2,2,4,0,0
g37930.t1,4,1,1,1,2,3
g37939.t1,2,0,0,0,0,0
g37933.t1,0,2,1,2,0,1
g37931.t1,349,140,262,185,144,203
g37932.t1,2,3,5,4,0,1
g37934.t1,175,57,116,102,102,134
g37935.t1,357,306,639,993,628,478
g37936.t1,1383,798,1471,1082,1068,1305
g37937.t1,103,90,105,105,101,162
g37938.t1,2248,1405,2483,2440,1661,2081
g37940.t1,182,115,237,110,190,172
g37943.t1,628,219,337,201,227,238
g37945.t1,0,0,0,0,0,0
g37952.t1,916,1087,646,1133,618,1439
g37951.t1,0,1,0,0,0,14
g37946.t1,475,253,319,270,592,421
g37947.t1,1693,996,1035,1093,988,1144
g37948.t1,7,0,0,1,2,1
g37949.t1,3,6,8,6,2,8
g37950.t1,8328,5511,11417,10456,7502,12188
g37962.t1,39,20,57,29,31,47
g37963.t1,23,18,33,17,13,55
g37953.t1,1496,714,1217,1532,1004,1243
g37954.t1,321,496,723,546,494,635
g37955.t1,50,42,98,62,84,45
g37956.t1,250,18,151,232,94,213
g37957.t1,162,72,325,202,266,210
g37958.t1,21,12,17,8,14,15
g37959.t1,111,38,184,109,151,108
g37960.t1,4,4,9,4,7,4
g37961.t1,926,578,818,842,510,798
g37966.t1,3,22,14,47,11,17
g37967.t1,6,0,6,6,16,36
g37968.t1,317,79,310,63,195,378
g37969.t1,7,0,3,3,9,31
g37970.t1,50,18,50,133,68,107
g37971.t1,527,248,446,458,329,489
g37973.t1,3,0,4,2,1,2
g37975.t1,5,0,0,0,2,0
g37976.t1,51,17,37,13,29,47
g37977.t1,322,298,296,211,265,353
g37978.t1,29,21,39,11,60,45
g37979.t1,90,67,55,85,25,110
g37988.t1,4,15,11,2,5,5
g37989.t1,39,0,89,27,68,81
g37990.t1,18,20,27,22,9,18
g37991.t1,186,126,111,174,104,145
g37995.t1,69,79,65,26,45,38
g37992.t1,151,100,14,138,5,119
g37993.t1,52,25,0,42,0,36
g37994.t1,10467,3608,7125,7970,5798,7209
g37998.t1,1034,335,733,650,408,826
g37999.t1,6,0,1,0,2,0
g38009.t1,2,0,38,5,43,10
g38010.t1,45,18,21,20,17,30
g38000.t1,2071,1274,2125,2492,1518,1713
g38001.t1,525,359,484,474,409,592
g38002.t1,538,469,578,350,727,479
g38003.t1,1822,623,597,738,553,944
g38004.t1,2850,1393,1684,2448,1181,3041
g38011.t1,1064,592,1252,609,890,689
g38012.t1,12,54,36,29,29,28
g38013.t1,632,486,699,623,590,893
g38014.t1,627,628,901,602,641,823
g38015.t1,440,311,345,465,289,441
g38019.t1,2,37,38,61,47,98
g38016.t1,1855,872,1203,1320,904,1328
g38017.t1,2886,1449,2269,2422,1770,2389
g38020.t1,123,372,548,357,519,473
g38021.t1,543,353,579,597,470,739
g38022.t1,357,210,378,448,187,387
g38023.t1,707,442,852,804,492,962
g38024.t1,362,180,307,199,215,431
g38025.t1,610,265,548,420,401,451
g38026.t1,328,180,316,353,215,458
g38027.t1,2936,1999,2580,3196,2095,1124
g38032.t1,55,5,38,46,23,49
g38028.t1,346,240,291,338,289,373
g38029.t1,140,148,223,167,167,297
g38030.t1,147,118,241,114,176,149
g38035.t1,45,10,37,44,26,42
g38033.t1,1106,421,1338,688,965,1148
g38034.t1,239,190,376,364,276,278
g38036.t1,2144,1617,4212,2079,3842,2761
g38038.t1,56,67,195,158,115,187
g38039.t1,14,28,65,0,50,0
g38037.t1,1508,1053,1781,1704,1374,1297
g38040.t1,286,151,199,241,215,274
g38041.t1,1902,1153,2466,1960,1811,1978
g38042.t1,1067,815,1050,626,836,1195
g38043.t1,279,147,155,256,99,262
g38044.t1,402,189,404,230,333,677
g38045.t1,249,3,193,19,167,17
g38053.t1,7,2,12,2,5,2
g38054.t1,2,0,2,0,0,2
g38056.t1,0,2,7,0,4,7
g38072.t1,1018,389,485,608,506,600
g38073.t1,19408,9903,12103,21940,13402,13798
g38076.t1,4,0,0,6,5,0
g38074.t1,45,10,56,94,27,53
g38075.t1,1843,1467,2494,2579,1834,2216
g38080.t1,0,0,0,0,0,0
g38081.t1,0,0,0,0,0,0
g38082.t1,0,0,0,0,0,0
g38083.t1,0,0,15,14,22,12
g38084.t1,3,0,0,1,0,0
g38090.t1,10,11,42,25,20,54
g38091.t1,41,10,160,46,97,61
g38089.t1,781,590,1132,932,707,870
g38092.t1,74,55,77,55,68,25
g38093.t1,306,248,627,491,406,388
g38094.t1,1005,446,1742,1340,1155,1210
g38098.t1,4856,3147,3918,8904,4037,5456
g38099.t1,65,40,36,57,54,77
g38101.t1,684,357,1262,925,537,1594
g38102.t1,1594,935,1668,1728,1292,1492
g38103.t1,1297,1006,1041,2904,853,807
g38104.t1,6168,2721,5242,8168,3274,5382
g38107.t1,0,0,0,0,0,0
g38106.t1,131,78,287,266,66,160
g38108.t1,936,300,727,763,497,195
g38109.t1,1269,695,1725,1247,1063,1581
g38111.t1,2,10,0,0,0,0
g38113.t1,3,0,0,0,0,0
g38120.t1,176,95,70,84,65,95
g38134.t1,4,0,0,0,0,0
g38135.t1,5,0,0,1,0,0
g38137.t1,0,0,0,0,4,0
g38139.t1,0,0,0,0,0,4
g38141.t1,0,0,0,0,0,0
g38147.t1,0,0,0,0,0,0
g38148.t1,0,0,0,0,0,0
g38151.t1,0,0,0,0,0,0
g38154.t1,0,0,7,0,0,0
g38156.t1,0,0,2,0,8,2
g38157.t1,0,0,0,0,0,0
g38159.t1,0,0,2,0,0,0
g38160.t1,0,1,3,0,0,0
g38161.t1,0,5,0,0,0,0
g38162.t1,0,4,0,0,0,0
g38163.t1,0,3,0,0,0,0
g38165.t1,0,4,9,0,5,0
g38167.t1,0,0,0,0,0,0
g38168.t1,0,0,0,0,0,0
g38171.t1,0,0,0,0,0,0
g38172.t1,0,0,0,0,0,0
g38181.t1,0,0,9,0,0,0
g38182.t1,0,0,0,4,0,0
g38185.t1,0,0,0,0,0,0
g38187.t1,0,0,0,0,0,0
g38188.t1,0,0,0,0,0,0
g38191.t1,0,0,0,0,0,0
g38192.t1,0,0,0,0,0,0
g38194.t1,0,0,0,0,0,0
g38195.t1,0,0,0,0,0,0
g38196.t1,0,0,0,0,0,0
g38198.t1,0,0,3,0,0,0
g38199.t1,0,0,0,0,0,0
g38200.t1,0,0,2,0,4,0
g38201.t1,0,0,0,0,0,0
g38140.t1,5,0,0,0,0,0
g38142.t1,6,0,11,0,52,9
g38143.t1,36,28,12,4,13,22
g38146.t1,20,59,51,21,37,115
g38155.t1,9,4,18,3,12,18
g38158.t1,20,33,14,21,10,40
g38166.t1,14,20,31,18,18,39
g38173.t1,2,0,0,0,0,0
g38190.t1,2,0,0,0,0,0
g38202.t1,11,26,12,9,0,48
g38203.t1,548,530,488,503,445,396
g38204.t1,832,965,1272,758,951,765
g38208.t1,3051,1748,3488,3294,2373,3062
g38209.t1,63,29,28,47,53,40
g38210.t1,660,319,565,543,616,526
g38211.t1,2134,1232,1699,1801,1457,1877
g38213.t1,53,7,25,11,18,8
g38215.t1,0,0,17,0,8,7
g38216.t1,67,35,125,94,82,119
g38217.t1,86,63,41,17,25,35
g38218.t1,89,49,83,91,72,112
g38228.t1,606,616,1296,968,763,1168
g38239.t1,1188,561,796,1326,612,764
g38235.t1,0,0,0,12,0,0
g38230.t1,35,39,19,62,47,83
g38233.t1,25,11,0,6,3,6
g38234.t1,26,21,98,103,88,84
g38236.t1,17,5,0,3,0,9
g38237.t1,128,59,88,77,58,102
g38238.t1,6374,4201,5604,5177,4765,5390
g38240.t1,2601,1986,3156,2992,2629,3377
g38241.t1,766,667,1121,932,964,1003
g38244.t1,511,280,836,777,599,680
g38245.t1,39,15,43,9,47,29
g38246.t1,109,54,261,30,158,159
g38247.t1,382,191,296,608,257,506
g38248.t1,1498,1024,1413,1863,1399,1567
g38250.t1,6,2,10,5,8,4
g38249.t1,1751,1083,2034,1305,1632,1806
g38251.t1,522,288,519,639,334,633
g38252.t1,616,361,597,490,458,649
g38253.t1,1778,1003,1604,1977,1350,1437
g38254.t1,962,727,912,1159,694,994
g38259.t1,173,285,322,549,189,431
g38264.t1,0,54,93,41,80,108
g38260.t1,843,234,207,32,150,159
g38261.t1,20,22,118,18,70,10
g38262.t1,48,27,64,69,62,66
g38265.t1,235,193,462,124,535,656
g38267.t1,451,579,165,478,117,131
g38269.t1,25,0,105,0,101,135
g38270.t1,6,0,1,14,0,8
g38271.t1,18,0,0,10,0,34
g38272.t1,2,0,7,3,0,9
g38273.t1,966,346,524,790,498,981
g38274.t1,2,0,0,2,0,0
g38275.t1,21,25,81,55,53,52
g38281.t1,96,30,47,30,65,100
g38282.t1,3,0,2,3,1,10
g38287.t1,22,16,30,13,6,22
g38288.t1,241,136,140,191,86,120
g38289.t1,291,71,193,380,131,197
g38291.t1,1773,923,1994,1522,1503,1793
g38294.t1,2845,1768,1770,2859,1291,2993
g38295.t1,338,228,194,262,142,310
g38296.t1,541,309,478,560,487,829
g38299.t1,159,111,129,196,89,45
g38300.t1,12,30,5,73,9,30
g38306.t1,15,23,11,5,10,37
g38307.t1,51,40,23,45,58,46
g38308.t1,549,425,886,712,669,675
g38319.t1,356,166,294,494,239,423
g38318.t1,2067,1442,3523,7882,2767,1083
g38320.t1,3847,2254,4152,5205,2703,2676
g38322.t1,447,247,665,432,395,420
g38321.t1,10568,2482,2381,6510,1852,937
g38323.t1,367,168,219,266,102,373
g38324.t1,50,50,51,39,116,67
g38325.t1,9164,6032,13601,10094,11889,11857
g38326.t1,0,0,0,0,4,0
g38327.t1,22784,11189,14443,15861,12096,16894
g38328.t1,592,480,641,650,431,597
g38329.t1,417,387,476,362,342,530
g38330.t1,1456,464,1896,1613,1239,1047
g38331.t1,3454,3197,3040,2876,2601,3085
g38339.t1,13,12,6,15,8,14
g38340.t1,0,0,0,13,3,0
g38332.t1,1200,827,1419,1229,923,1338
g38333.t1,465,311,574,405,446,546
g38334.t1,489,363,451,695,451,626
g38335.t1,2548,1356,1793,1482,1328,1768
g38336.t1,642,312,896,1348,721,1367
g38337.t1,162,110,82,127,100,155
g38343.t1,326,22,131,105,110,207
g38344.t1,1944,1407,1642,1782,1529,2663
g38346.t1,2,0,0,0,0,0
g38347.t1,101,30,16,19,58,62
g38345.t1,3029,1847,3564,2962,2312,3156
g38348.t1,13859,7794,12781,12832,8280,10921
g38353.t1,42,6,132,20,64,3
g38354.t1,568,499,642,696,547,552
g38356.t1,11800,5079,13589,15751,10288,9827
g38357.t1,3449,2287,3963,2157,3297,2538
g38358.t1,638,634,764,1617,593,1064
g38360.t1,8,0,0,7,2,8
g38361.t1,6,8,6,0,16,0
g38362.t1,7,1,6,2,16,2
g38363.t1,135,38,239,56,156,78
g38364.t1,89,66,158,90,101,153
g38365.t1,1905,1644,2123,2656,1679,2568
g38378.t1,375,91,347,289,209,343
g38366.t1,141,77,114,111,78,197
g38367.t1,2045,997,1882,1327,1543,1555
g38368.t1,142,124,225,221,200,227
g38376.t1,8316,3214,8201,4866,5879,5419
g38377.t1,280,90,246,58,140,114
g38379.t1,7653,2169,2795,3772,1833,2704
g38382.t1,0,18,0,13,0,22
g38383.t1,7,7,7,18,4,10
g38384.t1,0,0,0,0,0,0
g38385.t1,8,8,4,4,4,4
g38380.t1,1291,964,2086,1782,1804,1980
g38381.t1,515,388,1171,1005,648,1351
g38386.t1,4,3,4,4,22,17
g38387.t1,1624,484,1618,1081,822,742
g38388.t1,8899,6613,8814,7364,7958,7477
g38390.t1,306,108,338,163,206,198
g38392.t1,162,0,65,86,23,82
g38393.t1,139,7,45,93,50,91
g38394.t1,88,9,172,47,146,87
g38395.t1,27,22,20,11,12,7
g38397.t1,13,0,0,6,0,9
g38398.t1,14,11,10,8,7,19
g38399.t1,5,4,3,0,2,6
g38396.t1,3191,1987,2651,3499,2063,3943
g38411.t1,0,0,0,0,0,0
g38410.t1,5,0,12,4,3,15
g38412.t1,252,190,211,286,224,238
g38413.t1,53,0,29,23,41,49
g38414.t1,8,2,3,7,3,3
g38415.t1,12,5,0,7,8,5
g38426.t1,0,5,25,0,14,0
g38456.t1,2,0,1,4,2,0
g38436.t1,0,0,0,4,4,0
g38450.t1,0,0,9,0,0,0
g38451.t1,0,0,5,0,5,0
g38452.t1,0,0,6,0,4,0
g38453.t1,0,0,0,0,0,0
g38434.t1,24,4,8,0,1,7
g38435.t1,7,2,6,0,6,7
g38448.t1,2,6,1,3,8,1
g38449.t1,31,12,6,13,4,19
g38454.t1,300,115,411,367,240,384
g38457.t1,670,432,731,770,516,594
g38458.t1,0,0,0,0,0,0
g38459.t1,0,0,0,0,0,0
g38485.t1,15,5,5,23,4,44
g38486.t1,0,3,4,16,0,0
g38468.t1,0,2,0,0,0,0
g38469.t1,0,0,0,0,0,0
g38470.t1,0,0,0,0,0,0
g38471.t1,0,0,0,0,2,0
g38482.t1,0,0,0,0,0,2
g38483.t1,0,0,0,0,0,0
g38467.t1,7,8,1,3,1,1
g38490.t1,0,0,0,0,0,0
g38491.t1,21,8,0,0,0,0
