gene_id,1BS,1DS,2BS,2DS,3BS,3DS
g19168,28,0,8,9,20,19
g19169,2,7,6,8,4,3
g19170,18,8,21,10,4,17
g19171,222,90,127,98,119,270
g19172,1062,565,913,1087,698,974
g19173,319,222,406,239,265,290
g19188,18,9,37,26,35,25
g19190,0,2,1,0,2,2
g19189,43,17,41,7,23,19
g19191,10,2,4,1,3,1
g19192,4,2,2,0,1,1
g19193,14,4,5,1,2,0
g19194,46,68,49,78,60,108
g19196,120,111,108,59,46,88
g19198,20,0,1,6,0,5
g19199,25,8,16,28,7,17
g19200,37,28,23,17,12,9
g19201,8,11,10,5,6,7
g19206,5,0,15,8,14,9
g19207,153,41,145,118,181,180
g19208,45,36,21,20,34,34
g19209,2247,972,1140,1116,913,586
g19210,2767,2694,3530,2545,2785,2734
g19211,2170,956,2315,987,1675,992
g19212,1093,783,1388,885,960,1017
g19214,62,0,44,26,49,49
g19217,27,23,17,131,9,89
g19218,8,8,4,11,5,10
g19219,81,55,170,552,166,516
g19220,701,730,0,1091,0,1067
g19223,162,94,419,439,244,271
g19224,1438,654,2292,2697,1561,1215
g19227,1,1,8,4,4,0
g19228,32,19,62,9,30,25
g19235,4,0,14,9,3,4
g19236,16,0,18,22,2,11
g19237,282,43,34,39,21,38
g19238,24,11,53,95,12,31
g19239,1654,870,1227,1307,1044,1316
g19240,261,175,470,396,321,514
g19241,372,345,524,315,514,356
g19242,2403,1449,2745,2823,2313,2330
g19246,1984,1167,2462,2003,1951,2253
g19247,221,70,327,359,200,243
g19248,2008,1181,1957,2109,1222,1927
g19256,6,0,0,0,0,6
g19261,2,0,1,0,0,2
g19260,249,178,320,577,260,479
g19262,1555,976,1999,1485,1482,1501
g19264,2507,84,1047,4366,711,1024
g19265,94,75,167,110,125,165
g19266,556,316,912,1098,694,875
g19268,10,18,24,58,8,65
g19277,16,19,39,11,27,57
g19276,576,408,876,582,823,837
g19278,244,169,56,152,116,421
g19280,15,15,94,14,30,23
g19282,22,11,8,13,2,4
g19285,0,4,0,0,6,5
g19284,613,398,555,671,473,623
g19287,46,31,45,46,71,23
g19290,2062,1224,1461,2763,1312,1392
g19291,176,117,123,160,201,124
g19292,94,3,110,100,73,79
g19294,449,468,731,810,423,707
g19295,113,156,156,178,111,401
g19301,17,30,157,50,150,123
g19299,0,0,60,29,27,45
g19300,223,383,1255,432,1207,1035
g19307,2,4,16,11,13,44
g19304,0,0,0,0,0,0
g19302,302,92,221,129,150,236
g19303,229,5,28,9,18,79
g19305,1,0,0,0,0,0
g19306,397,31,194,64,117,227
g19308,16,18,49,21,36,41
g19309,180,131,114,126,132,104
g19310,3,0,0,0,0,0
g19311,355,759,326,1124,246,612
g19312,522,349,406,886,302,329
g19313,93,40,82,82,85,174
g19314,27,10,18,9,20,40
g19315,333,4,44,420,10,717
g19318,45,136,13,0,0,45
g19319,57,9,29,13,34,21
g19320,11,4,9,10,7,9
g19324,4,0,0,0,0,0
g19327,0,0,0,0,0,0
g19329,2,0,0,6,0,0
g19330,1,0,0,6,0,5
g19333,43,30,76,108,46,64
g19334,64,38,36,61,21,59
g19335,204,141,129,172,107,149
g19337,34,346,490,387,367,630
g19339,0,0,0,0,0,0
g19338,93,75,213,124,162,468
g19340,23,21,47,36,20,70
g19341,69,77,65,113,55,153
g19342,236,158,160,237,91,264
g19343,334,298,809,534,407,399
g19344,879,457,665,612,469,756
g19345,109,91,175,117,149,121
g19346,8,0,5,9,0,0
g19348,127,22,9,20,9,22
g19351,33,25,27,28,19,32
g19355,2,0,1,0,4,0
g19358,11,6,21,0,9,0
g19359,41,41,15,0,5,0
g19362,233,59,118,162,112,171
g19363,772,316,325,181,271,178
g19364,53,8,2,0,6,0
g19371,454,464,300,1161,305,854
g19373,378,331,293,317,222,326
g19375,6,3,1,1,0,2
g19374,1181,1340,1742,2825,1665,2367
g19381,32,4,95,123,6,13
g19383,4,2,0,2,0,6
g19384,7,11,34,40,21,23
g19387,14,14,31,23,20,38
g19391,0,0,0,0,0,0
g19392,19,10,9,6,7,0
g19393,12,0,0,13,6,51
g19395,8,5,13,5,2,16
g19396,185,90,267,63,128,218
g19399,26,6,52,294,14,49
g19400,51,22,12,13,0,31
g19402,25,25,51,46,22,60
g19403,3,2,3,0,2,0
g19409,0,0,21,0,20,0
g19413,49,26,32,50,27,39
g19415,2,10,0,9,6,2
g19417,1,0,3,1,4,3
g19419,206,20,93,109,52,96
g19420,31,26,8,12,9,28
g19429,2,1,0,1,1,1
g19430,200,0,6,123,5,5
g19434,8,7,15,31,8,23
g19435,195,102,166,314,151,329
g19457,4,0,0,0,0,0
g19458,2,0,3,8,0,10
g19466,77,34,64,73,26,67
g19470,79,70,198,68,141,50
g19473,0,0,0,0,5,14
g19474,166,0,25,82,8,105
g19475,426,138,232,220,126,177
g19476,27,3,7,31,17,4
g19477,28,12,52,9,48,30
g19480,3,0,49,4,53,90
g19482,325,244,350,474,267,493
g19483,71,39,298,57,253,100
g19484,532,350,1218,191,867,442
g19485,741,433,255,315,194,223
g19486,908,543,252,291,230,317
g19487,958,655,618,682,467,769
g19490,6,0,0,0,0,0
g19491,4,2,1,7,0,3
g19489,2706,981,1390,1593,1175,1647
g19495,0,0,0,0,0,0
g19494,11,0,0,0,0,0
g19496,15,0,0,0,0,0
g19497,0,0,0,0,0,0
g19498,40,2,0,9,0,3
g19499,0,0,0,0,0,0
g19501,0,12,16,0,0,0
g19500,9,23,15,0,13,0
g19502,2,6,2,0,3,0
g19504,0,5,7,0,0,0
g19506,0,0,0,0,3,0
g19510,0,5,4,2,2,0
g19503,98,74,270,18,110,18
g19505,4,8,0,0,6,5
g19507,66,21,74,31,37,16
g19508,12,0,13,0,23,0
g19509,3,12,0,0,4,3
g19511,8,9,23,2,13,2
g19513,0,10,1,1,1,0
g19514,0,0,3,0,0,1
g19512,3,2,4,1,5,3
g19515,78,63,86,37,75,90
g19516,48,16,65,36,42,82
g19517,91,219,91,103,42,103
g19518,6,4,2,2,2,1
g19519,236,155,210,192,174,405
g19526,477,207,477,361,273,719
g19527,5,5,9,10,10,11
g19528,279,205,472,243,245,348
g19529,228,307,244,540,160,270
g19530,9,0,0,0,0,0
g19545,115,71,0,31,57,0
g19546,9,9,11,62,8,87
g19547,448,241,303,202,262,384
g19548,729,331,1003,1061,596,829
g19549,200,203,187,169,117,169
g19550,32,36,262,168,181,212
g19551,234,149,167,264,123,201
g19553,120,95,201,135,133,227
g19554,5,0,2,12,8,3
g19555,0,0,3,0,2,0
g19559,0,0,0,0,0,0
g19560,0,0,4,0,2,0
g19561,2,2,1,1,1,1
g19562,1,0,0,0,0,0
g19563,149,229,61,637,43,475
g19566,32,22,38,39,29,38
g19567,67,32,59,57,63,46
g19568,887,502,213,677,166,573
g19569,20,0,9,7,7,3
g19570,28,13,9,6,0,0
g19572,27,24,71,33,45,51
g19578,35,2,31,72,27,93
g19579,645,146,260,181,256,337
g19584,551,160,305,586,369,582
g19585,1230,0,0,113,0,622
g19586,1292,0,116,288,139,387
g19587,1055,816,1192,2697,986,1742
g19588,35,0,15,0,0,0
g19589,13,19,31,30,35,43
g19591,51,0,30,107,24,54
g19592,91,0,103,0,79,90
g19593,24,36,79,14,58,48
g19594,327,242,321,245,280,282
g19595,413,195,243,342,132,219
g19597,455,380,696,466,508,625
g19598,958,411,2053,1699,1394,732
g19600,35,20,26,44,19,26
g19601,256,33,72,158,63,150
g19602,362,265,572,432,537,488
g19604,2,0,0,3,0,3
g19608,1,0,0,2,0,2
g19609,0,0,0,0,0,0
g19610,2,1,1,3,4,3
g19611,17,10,22,35,10,48
g19612,7,2,5,7,5,5
g19614,0,6,0,0,0,0
g19617,0,0,0,0,0,0
g19620,18,4,36,8,42,30
g19621,402,445,658,600,542,666
g19625,99,40,47,53,16,88
g19626,12,5,1,2,5,28
g19631,281,460,855,432,839,455
g19632,223,244,201,232,156,299
g19633,20,16,28,36,22,28
g19634,4972,1629,5752,4353,3425,2814
g19635,395,314,682,157,612,310
g19636,761,287,616,282,581,347
g19638,0,0,0,0,0,0
g19639,104,46,81,110,59,130
g19640,8,0,0,0,1,12
g19641,8,4,2,3,8,15
g19648,46,15,38,97,44,56
g19649,0,0,0,2,0,0
g19650,20,6,2,14,4,12
g19642,733,388,738,436,632,948
g19643,19,0,0,9,0,10
g19644,7214,2048,5623,3397,3908,9085
g19645,368,66,120,139,142,410
g19646,206,77,149,99,140,134
g19647,116,107,61,93,96,106
g19652,280,95,245,228,272,351
g19654,0,0,0,5,0,0
g19658,20,0,0,6,0,0
g19663,0,0,0,0,4,0
g19666,413,434,537,252,438,235
g19667,1084,413,737,945,483,1192
g19668,398,51,164,173,121,145
g19672,1018,376,1438,851,672,863
g19674,49,16,32,20,38,36
g19675,240,116,80,557,85,84
g19676,238,57,41,428,57,184
g19677,159,146,146,475,101,431
g19679,239,100,156,47,112,69
g19680,0,0,0,0,0,0
g19683,185,169,284,82,204,139
g19684,168,74,148,143,134,241
g19685,465,293,436,295,323,227
g19689,0,0,4,6,2,3
g19688,2,4,0,9,0,4
g19690,3,19,5,11,8,0
g19692,5,9,5,6,0,6
g19693,691,338,413,624,339,568
g19694,466,305,542,593,390,581
g19697,889,461,803,529,467,501
g19698,84,59,74,107,59,134
g19701,0,0,10,4,0,4
g19706,10,0,4,0,4,0
g19707,46,9,12,12,6,3
g19710,2,2,12,4,2,4
g19712,242,159,443,250,249,379
g19713,0,0,0,2,0,0
g19716,1,0,0,0,0,4
g19720,2,2,18,17,6,6
g19721,2,2,13,18,4,6
g19722,4,19,0,11,0,2
g19729,298,69,185,238,152,238
g19731,4,1,71,7,51,17
g19730,463,348,954,831,646,865
g19732,3,5,37,3,44,3
g19733,7,3,25,17,25,9
g19734,519,413,1410,948,629,430
g19737,266,158,404,229,387,382
g19744,3,4,20,17,14,25
g19745,4,4,6,26,8,19
g19746,4,0,13,2,1,1
g19748,14,0,3,7,0,0
g19761,4,0,0,0,0,0
g19766,0,0,2,0,0,0
g19762,2,0,0,0,0,0
g19763,16,0,14,5,9,13
g19764,1,0,1,0,0,1
g19765,123,52,179,122,156,116
g19767,1476,467,119,601,72,595
g19769,74,52,99,68,48,56
g19770,185,79,21,105,13,160
g19771,83,45,25,58,0,94
g19777,5,1,1,0,2,10
g19778,5,1,0,4,3,15
g19779,2,4,0,1,5,3
g19780,104,49,69,54,88,131
g19781,201,85,121,165,77,244
g19782,4,0,1,1,2,5
g19783,24,9,11,7,9,32
g19787,0,0,0,0,0,0
g19788,34,29,0,0,0,0
g19784,2523,1634,2911,1624,2056,1921
g19785,959,767,461,337,318,390
g19786,27,12,0,4,0,0
g19792,4,0,0,0,0,0
g19794,2,6,11,5,8,9
g19795,626,636,1401,1042,1476,1652
g19796,0,0,0,0,0,0
g19798,26,42,136,30,46,38
g19799,18,19,42,11,27,20
g19800,4592,665,1027,2083,704,3814
g19801,245,132,266,224,237,281
g19802,838,364,697,692,564,668
g19803,206,94,361,244,233,327
g19805,129,34,222,66,150,54
g19806,273,55,536,155,377,179
g19807,204,161,310,334,175,431
g19808,68,27,50,53,37,21
g19809,305,102,227,41,87,245
g19811,4158,2283,2905,4044,2220,4540
g19812,790,410,1056,514,733,776
g19813,379,412,390,413,326,401
g19814,489,202,526,376,327,430
g19817,0,0,2,3,0,2
g19820,146,234,268,468,274,321
g19821,55,47,41,65,34,48
g19822,166,82,185,142,112,166
g19823,147,104,97,123,63,94
g19824,0,0,0,0,0,0
g19825,12,10,5,6,3,6
g19830,1,3,0,0,0,0
g19832,0,0,1,2,0,0
g19829,3834,2170,2831,3084,2388,3787
g19833,14,4,3,9,4,14
g19834,0,0,2,5,2,0
g19835,0,0,0,0,2,0
g19837,0,0,0,0,0,0
g19847,33,4,4,5,1,0
g19849,2,6,14,2,14,6
g19852,0,0,0,0,0,0
g19851,24,9,19,19,27,65
g19863,260,138,194,188,148,238
g19865,0,3,0,0,0,6
g19866,1250,936,1609,1300,1613,1324
g19872,85,69,72,138,50,134
g19873,360,54,241,306,156,402
g19875,55,30,45,45,25,84
g19876,1,2,5,7,1,2
g19878,21,25,16,26,14,45
g19879,12,4,16,13,16,31
g19882,197,86,119,100,112,96
g19886,2,1,0,2,2,1
g19892,0,1,1,1,0,0
g19891,3,1,2,6,4,2
g19895,1,1,0,0,0,0
g19896,1,1,3,0,0,2
g19893,156,218,272,251,227,641
g19894,710,1165,776,659,701,1751
g19897,122,22,131,39,118,58
g19908,107,96,132,102,99,86
g19904,48,6,19,9,39,15
g19905,49,29,58,27,35,23
g19906,170,123,226,135,154,166
g19907,6834,5256,3738,6795,2110,6057
g19910,135,232,154,74,64,154
g19911,86,96,75,66,67,92
g19918,0,0,0,0,0,0
g19928,3,0,61,178,28,32
g19931,2,1,0,2,0,1
g19932,84,18,26,17,25,24
g19934,0,1,0,1,1,2
g19935,102,43,121,119,125,149
g19937,46,25,76,24,61,24
g19939,50,24,62,70,44,57
g19944,6,1,3,5,3,14
g19945,98,70,94,94,90,45
g19936,27265,8997,15066,14472,16261,10848
g19951,1,1,0,3,1,1
g19952,2,0,1,2,0,8
g19953,9,4,11,12,11,6
g19960,155,40,23,304,11,294
g19954,13013,12966,7927,8662,9929,11473
g19962,2525,1233,673,5021,847,4877
g19963,681,348,278,934,223,1068
g19964,714,187,166,367,131,481
g19965,64,257,61,609,48,440
g19972,2,6,0,11,0,13
g19974,3,1,1,2,0,3
g19977,563,168,384,319,198,375
g19978,4,8,2,2,0,0
g19979,743,613,441,2944,491,880
g19980,82,599,112,731,140,771
g19983,17,3,52,19,40,9
g19984,5,0,22,5,19,4
g19989,26,0,10,0,14,0
g19991,474,114,157,70,174,816
g19994,91,35,73,57,78,46
g19995,686,543,532,847,431,455
g19996,1843,811,1666,1583,1345,1458
g20007,0,4,0,1,1,4
g20001,72,0,53,40,57,62
g20002,92,0,54,81,54,69
g20003,13,69,0,7,0,9
g20004,14,35,0,23,7,7
g20005,174,198,167,151,125,141
g20006,151,51,341,102,245,119
g20009,170,11,25,66,39,98
g20010,3163,1805,2203,4213,2145,5248
g20011,696,497,934,534,1000,858
g20012,55,37,28,31,31,18
g20013,224,84,131,91,75,178
g20014,379,111,337,386,228,351
g20015,6,3,2,5,2,2
g20016,3,2,3,3,5,2
g20017,1,2,1,1,1,1
g20026,117,18,120,43,70,51
g20027,4,0,0,0,0,0
g20031,57,17,48,47,47,53
g20038,0,3,0,0,0,0
g20041,365,247,287,209,362,332
g20043,0,0,3,0,0,5
g20049,2,2,0,0,0,0
g20051,1,3,2,0,5,0
g20055,0,0,0,0,0,0
g20052,231,210,164,262,158,137
g20053,339,156,491,249,407,255
g20054,393,0,49,0,23,0
g20056,8,0,0,1,0,3
g20058,80,8,0,9,0,18
g20061,0,7,3,0,3,13
g20062,1353,363,380,1578,350,1471
g20063,1036,992,803,1173,723,1209
g20064,66,23,4,25,0,40
g20065,614,562,542,696,457,684
g20066,81,71,92,130,69,113
g20068,0,0,0,0,0,0
g20072,4,1,1,0,4,0
g20077,33,0,43,0,56,14
g20081,2,2,0,2,4,2
g20082,212,108,117,112,63,115
g20083,24,0,49,35,25,63
g20084,40,60,108,76,59,83
g20085,2706,7809,6855,10416,5410,6940
g20087,47,3,9,12,11,37
g20089,3,0,1,11,4,7
g20090,766,494,1136,645,854,673
g20093,3,1,2,0,1,2
g20094,3929,3807,4220,3271,3334,3545
g20095,617,510,701,802,597,697
g20096,45,29,28,26,17,33
g20100,53,32,0,250,0,242
g20114,0,5,0,0,2,4
g20117,47,6,17,13,6,10
g20113,3230,2215,1713,3781,2698,2280
g20118,3,1,2,2,2,5
g20121,33,6,84,385,29,72
g20122,10,16,0,0,4,0
g20120,1186,1292,1991,2232,1388,2270
g20123,232,225,305,630,128,524
g20129,79,100,80,62,65,79
g20132,4,0,7,8,0,5
g20133,22,0,6,11,0,13
g20140,6,5,11,13,17,25
g20135,0,0,0,0,0,0
g20136,0,0,2,4,0,0
g20138,0,0,0,0,0,0
g20134,56,0,0,0,0,0
g20137,5,8,0,6,0,6
g20139,508,74,92,59,98,93
g20141,0,1,8,3,3,3
g20146,432,16,30,25,11,26
g20148,3,3,0,10,0,1
g20154,0,0,0,0,0,0
g20157,9,6,14,3,15,4
g20158,2,3,0,0,4,0
g20159,2,0,0,0,0,0
g20160,1,0,7,0,0,1
g20161,399,0,0,416,0,20
g20162,929,947,1059,622,570,507
g20163,437,178,332,474,337,602
g20164,197,122,202,177,170,160
g20166,3,0,4,0,0,0
g20165,675,386,558,489,502,557
g20169,6,0,0,0,0,5
g20167,803,609,835,574,560,1020
g20168,80,59,111,78,120,139
g20173,70,64,70,106,63,78
g20176,35,23,36,45,33,50
g20180,14,2,0,0,0,0
g20182,104,98,181,130,78,142
g20181,1426,238,456,736,213,588
g20183,61,84,289,85,100,132
g20186,6,2,14,3,0,1
g20187,12,6,5,44,5,0
g20188,9,7,13,25,11,21
g20199,3,0,0,9,4,0
g20203,4,3,5,8,7,4
g20200,3206,2557,2952,3341,2083,2946
g20204,10,12,0,11,0,13
g20205,4,15,0,5,0,3
g20206,0,0,0,0,0,0
g20209,1063,360,576,703,413,485
g20210,1006,529,916,1153,604,608
g20211,209,46,81,34,101,179
g20212,684,300,351,292,413,431
g20213,399,237,516,156,286,477
g20214,64,52,169,61,72,107
g20215,135,37,78,22,45,30
g20216,2,0,1,1,0,2
g20220,305,205,292,239,184,246
g20221,99,194,135,151,107,133
g20222,789,880,660,2339,711,495
g20223,372,344,478,512,413,510
g20224,28,25,50,36,34,39
g20225,859,192,591,462,520,613
g20226,970,520,224,803,659,441
g20227,405,104,109,144,45,366
g20228,0,0,0,3,0,0
g20230,2,4,7,2,1,10
g20231,6,5,3,3,0,0
g20232,3,5,10,9,11,6
g20233,26,25,32,142,28,46
g20236,7,0,0,20,0,11
g20237,7,9,0,6,0,6
g20255,2,0,0,1,0,2
g20256,1496,1034,1471,1240,893,1768
g20257,221,62,101,81,47,138
g20258,51,7,57,18,63,55
g20259,27,13,33,10,71,38
g20260,197,159,566,158,485,160
g20261,14,22,15,14,19,16
g20284,1,0,4,5,16,3
g20295,59,0,0,0,0,0
g20297,47,38,0,0,0,6
g20300,2,0,0,0,0,1
g20301,2,0,0,0,0,2
g20304,31,10,35,19,35,59
g20311,0,0,0,0,0,0
g20310,244,170,276,294,199,296
g20312,217,89,186,160,158,164
g20315,3,2,4,0,2,2
g20321,9,9,6,7,6,15
g20325,38,18,27,23,23,14
g20326,129,69,71,59,59,80
g20328,7,92,5,0,0,0
g20331,11,7,7,5,6,7
g20332,15,9,9,12,13,14
g20333,6,1,1,1,2,2
g20335,183,92,249,156,154,186
g20336,164,156,130,20,87,19
g20340,2,0,0,2,2,1
g20341,9,3,1,11,1,19
g20347,13,11,8,3,13,29
g20345,636,580,1008,987,827,884
g20346,166,136,187,106,137,151
g20348,24,0,23,34,17,16
g20349,47,0,31,30,18,29
g20350,7,6,16,20,4,27
g20351,1,0,1,0,1,2
g20353,2,1,0,1,0,1
g20354,98,190,122,366,47,67
g20358,0,0,0,0,0,0
g20359,8,53,7,21,7,32
g20360,2,12,0,12,4,9
g20361,20,18,47,0,53,0
g20362,1,0,0,4,0,2
g20363,261,156,58,339,34,151
g20365,4,7,18,20,19,17
g20366,0,3,11,4,4,1
g20367,0,0,0,2,0,2
g20368,2,0,0,0,0,1
g20369,96,0,0,432,0,481
g20370,45,26,14,26,8,33
g20371,56,13,39,16,50,10
g20372,0,0,14,0,10,7
g20381,1,1,1,1,0,0
g20382,8,25,8,14,18,28
g20383,4,3,2,0,0,1
g20386,223,93,225,265,160,269
g20387,103,92,106,139,105,155
g20388,0,2,0,0,0,9
g20390,11,14,4,0,1,0
g20391,3,2,0,0,0,1
g20394,0,2,0,3,0,1
g20402,6,7,11,10,4,12
g20403,60,8,57,41,20,26
g20405,0,0,3,2,0,5
g20404,4,6,10,11,0,14
g20406,1,0,0,0,0,0
g20407,13,14,3,13,0,12
g20408,2,3,0,0,0,0
g20411,25,5,10,31,7,39
g20412,0,0,0,0,0,0
g20417,14,4,7,23,12,17
g20419,0,18,30,32,11,41
g20422,7,11,5,7,4,10
g20423,34,11,20,8,15,10
g20428,219,97,77,28,54,113
g20430,10,0,6,2,7,0
g20431,29,12,45,16,19,26
g20437,16,53,48,147,40,161
g20433,44,0,7,44,4,26
g20434,18,2,4,16,8,5
g20435,10,4,5,7,6,10
g20436,11,2,11,4,10,12
g20438,306,109,107,158,97,198
g20445,0,0,0,0,0,0
g20449,0,1,0,2,2,0
g20450,424,161,855,1439,559,712
g20453,0,2,0,0,0,0
g20454,0,0,0,0,0,0
g20455,87,44,45,54,26,99
g20456,1535,460,645,173,402,400
g20460,9,9,4,8,5,11
g20461,1,0,1,2,0,0
g20463,4,0,0,0,0,2
g20465,3,3,3,1,1,2
g20466,1485,1003,1141,1933,875,1296
g20467,624,292,716,907,551,840
g20468,356,199,55,158,74,177
g20469,149,81,27,48,26,42
g20470,16,12,6,0,4,10
g20472,9,2,2,15,0,34
g20473,6,0,0,8,0,3
g20475,18,14,15,22,19,21
g20476,5,29,39,22,23,29
g20479,0,0,0,0,0,0
g20480,0,0,0,1,9,6
g20477,4332,2951,4047,4686,3672,4437
g20487,0,0,0,0,0,0
g20488,3,0,0,0,0,0
g20489,12381,529,3945,1070,1416,12698
g20497,3,6,0,0,0,0
g20499,0,2,0,0,0,0
g20498,2,14,2,0,3,0
g20500,10,16,4,0,5,0
g20505,3,8,29,67,34,79
g20506,574,111,298,107,192,156
g20507,397,115,378,46,280,68
g20508,518,208,339,375,249,484
g20509,474,172,911,98,835,322
g20512,4,0,0,0,3,0
g20513,3,0,3,5,0,0
g20514,194,0,193,0,95,0
g20517,11,10,28,7,21,18
g20529,1282,248,609,513,416,1120
g20532,7,0,0,0,0,0
g20531,1180,534,600,1524,408,1118
g20534,5315,3604,4766,4852,4753,4744
g20536,1019,146,315,374,237,520
g20538,710,337,509,1113,383,1331
g20540,64,53,53,72,58,111
g20539,1827,751,1439,1865,1725,1944
g20542,115,0,0,0,0,0
g20544,4,4,0,9,0,4
g20549,3,0,0,0,0,0
g20550,9,289,37,87,27,122
g20551,19,43,23,141,9,140
g20552,1,4,0,0,0,1
g20555,0,125,6,207,0,242
g20553,21,179,31,115,53,120
g20554,66,118,19,57,20,115
g20556,15,7,9,7,6,20
g20559,19,6,25,19,17,25
g20562,0,79,0,26,0,97
g20563,9,0,4,9,0,7
g20564,10,10,10,15,11,20
g20565,382,0,0,225,0,0
g20568,0,7,32,24,22,56
g20567,171,195,847,460,767,793
g20569,8,2,0,3,0,2
g20570,7,0,0,0,0,2
g20571,2,6,0,11,0,2
g20584,50,31,15,56,11,13
g20585,60,35,14,64,30,13
g20586,56,2,45,108,23,109
g20591,0,4,11,6,8,12
g20592,0,1,0,7,0,4
g20593,0,6,0,4,0,1
g20595,53,43,63,52,96,87
g20596,22,20,17,26,13,28
g20598,2,0,0,2,15,6
g20599,16,30,35,25,24,83
g20602,350,212,636,353,535,524
g20603,1653,963,1664,1256,1434,1134
g20604,49,36,51,27,24,50
g20607,4,10,11,2,9,2
g20614,9,27,20,17,2,15
g20619,1,4,2,1,3,4
g20627,0,0,0,0,1,0
g20626,1,0,0,0,0,0
g20629,77,28,69,22,22,101
g20630,8,26,18,9,8,61
g20631,1,4,2,7,1,6
g20640,2,0,0,0,0,2
g20664,4,0,0,6,0,3
g20668,1,0,1,0,0,0
g20665,790,462,1255,492,521,451
g20672,0,0,0,5,4,5
g20671,29,13,191,246,143,138
g20673,137,72,104,97,113,88
g20675,18,0,4,32,7,13
g20676,14,2,7,18,7,12
g20677,23,9,44,11,19,9
g20679,1283,902,749,1073,840,1526
g20681,252,262,406,456,242,224
g20680,3604,1832,3397,4089,2755,4242
g20683,0,0,4,0,0,0
g20684,39,29,37,38,29,43
g20685,500,106,385,295,168,557
g20686,16,3,15,13,3,30
g20687,26,10,29,10,7,35
g20688,77,13,107,126,68,53
g20689,1960,838,1995,2103,1615,2300
g20690,177,25,79,109,62,65
g20693,645,814,616,799,646,749
g20694,46,33,0,34,0,48
g20696,456,9,311,91,205,427
g20697,503,2274,3374,3315,2583,3339
g20698,223,69,149,25,85,242
g20699,7,0,15,4,7,7
g20700,511,120,350,282,241,341
g20711,100,87,179,68,146,146
g20715,85,12,21,60,26,143
g20720,92,21,39,22,20,40
g20721,111,100,128,6,89,21
g20722,82,55,58,2,66,3
g20724,2604,2061,2474,3025,1962,2165
g20725,1080,353,1512,983,906,883
g20727,425,342,284,497,203,698
g20728,122,91,214,82,152,89
g20726,5055,4916,1420,4700,1081,4108
g20729,175,167,211,225,171,219
g20730,52,38,30,64,39,13
g20731,569,451,564,542,560,638
g20732,29,98,16,93,15,29
g20733,147,160,32,194,47,76
g20735,256,126,250,244,200,242
g20736,247,108,230,201,164,229
g20738,102,25,49,129,41,81
g20740,74,57,95,132,50,95
g20741,211,125,260,202,138,208
g20743,1534,1199,3107,2040,2327,2678
g20746,0,0,0,0,0,0
g20747,0,0,1,0,0,0
g20744,71,27,44,70,44,75
g20745,22,10,7,4,11,14
g20748,2,0,0,0,0,0
g20749,36,16,41,12,19,23
g20751,61,4,70,59,68,66
g20752,17,0,8,0,7,9
g20754,252,133,244,106,175,557
g20756,51,24,14,26,21,36
g20761,42,0,55,12,23,11
g20762,3,2,32,10,27,5
g20764,0,0,150,97,92,90
g20767,1,5,2,2,3,5
g20771,0,0,0,0,0,0
g20768,567,503,92,624,76,864
g20785,3,0,0,4,0,4
g20786,0,0,0,2,0,0
g20787,1,0,1,5,1,0
g20789,1,0,0,1,0,0
g20805,1,0,0,2,1,2
g20806,6,2,3,20,5,13
g20808,2,1,2,6,1,2
g20809,49,4,15,11,15,33
g20811,2,0,0,1,0,2
g20812,3,0,0,0,0,12
g20813,18,9,19,16,9,14
g20814,23,5,13,11,7,15
g20820,5,0,3,3,0,8
g20821,8,0,0,6,6,7
g20822,5,2,6,1,6,2
g20825,11,0,2,2,6,5
g20826,3,2,9,13,4,6
g20815,531,428,465,502,436,424
g20816,1933,1299,1868,1846,1448,1591
g20817,283,202,265,216,184,279
g20831,65,85,0,109,0,59
g20832,2,0,3,10,1,6
g20839,117,75,126,85,58,121
g20840,3,0,0,0,0,0
g20841,1,3,2,1,0,1
g20844,3,0,0,6,0,8
g20847,0,3,0,4,0,1
g20848,3621,1582,2500,2207,1356,2914
g20849,111,124,69,71,36,79
g20850,171,126,309,314,167,212
g20851,30,41,21,93,19,98
g20854,0,24,11,0,6,5
g20856,9,6,7,7,9,5
g20860,139,126,150,93,128,199
g20861,20,8,12,0,3,26
g20864,0,0,0,0,0,0
g20872,2,0,0,0,0,0
g20875,82,4,64,29,55,76
g20878,1,3,4,0,3,0
g20880,1312,1461,2787,2073,1790,693
g20892,3858,32,11049,5404,5980,1948
g20893,243,58,162,478,114,361
g20894,735,301,151,332,254,394
g20895,59,68,104,109,54,46
g20900,10,0,0,0,0,8
g20901,1,0,0,1,0,0
g20902,29,3,0,9,10,6
g20904,627,215,445,545,353,481
g20905,7,4,8,31,3,23
g20908,63,65,44,58,20,161
g20909,842,443,745,1017,643,893
g20912,3,30,3,51,0,28
g20913,388,502,735,206,557,103
g20914,535,1271,464,230,394,290
g20915,15,5,6,6,3,5
g20918,3,0,1,2,2,2
g20919,110,94,133,83,108,95
g20920,501,347,401,611,309,563
g20922,13,6,2,13,2,18
g20923,0,0,0,0,0,0
g20924,318,361,385,391,255,343
g20925,0,17,0,6,0,26
g20926,500,174,266,750,299,287
g20927,88,48,111,229,51,116
g20928,15,22,29,22,23,30
g20929,2,1,0,2,2,1
g20933,0,10,0,7,1,10
g20935,3,4,10,3,8,5
g20936,158,125,159,120,98,218
g20948,4,3,7,5,9,3
g20947,815,495,1174,871,831,1271
