gene_id,1BS,1DS,2BS,2DS,3BS,3DS
g66250,0,0,0,0,0,4
g66251,0,0,0,0,0,0
g66242,63,33,109,33,74,52
g66243,353,242,361,341,318,310
g66244,5,11,4,3,2,0
g66245,5,2,2,0,1,0
g66252,801,412,810,1034,684,956
g66265,43,43,41,16,30,44
g66259,0,0,0,9,0,8
g66261,0,0,2,1,0,0
g66253,15,8,6,5,9,10
g66254,24,3,0,0,4,3
g66257,1387,1358,1630,1624,1057,1520
g66258,41,21,11,12,12,14
g66262,492,387,526,701,384,620
g66287,7,0,2,8,0,6
g66293,6,3,5,8,5,3
g66294,8,7,2,8,8,14
g66306,1,7,5,1,4,8
g66307,17,19,29,38,23,38
g66308,296,167,158,287,146,283
g66310,0,0,0,2,0,0
g66309,2713,3057,3819,3136,4118,3576
g66312,132,126,115,118,113,85
g66313,177,189,305,251,189,139
g66314,435,464,1134,1013,572,487
g66315,398,248,398,315,354,322
g66316,272,365,301,287,184,298
g66317,0,0,0,0,0,0
g66324,15,7,11,11,14,12
g66319,3,0,0,0,0,0
g66320,215,0,113,28,1478,173
g66321,74,0,0,0,0,0
g66322,1541,0,0,0,16,4
g66323,291,82,334,324,267,479
g66325,151,99,169,92,150,199
g66326,11133,7428,13519,11661,10699,13008
g66329,12264,7268,9469,9761,7860,11303
g66330,542,395,514,394,412,533
g66331,743,426,777,694,394,558
g66334,72,53,67,73,36,117
g66332,631,304,445,591,376,488
g66333,597,845,639,681,557,701
g66338,0,0,0,0,0,0
g66344,2,0,0,0,0,0
g66345,3,3,34,4,16,8
g66355,4,2,3,6,3,8
g66359,1,2,1,0,0,2
g66360,1,4,2,2,1,0
g66369,0,8,0,0,20,0
g66370,4,0,1,0,0,1
g66371,2,0,1,0,0,1
g66376,0,0,0,0,0,0
g66379,17,7,11,2,28,9
g66380,1,0,1,0,3,3
g66382,16,4,15,16,12,8
g66385,194,103,254,195,111,294
g66386,5524,3570,12512,22747,8977,17408
g66387,780,466,803,712,572,795
g66388,36,30,3,9,9,20
g66407,11,46,19,68,16,41
g66391,0,0,0,0,0,4
g66393,0,0,0,0,0,0
g66399,0,0,0,0,0,0
g66401,0,3,44,11,44,37
g66389,278,164,250,116,189,123
